type_pre,type_post,total,offset,weight,share
hDeltaI,PFR_b,160,0,4,0.025
hDeltaI,PFR_b,160,1,41,0.256
hDeltaI,PFR_b,160,2,37,0.231
hDeltaI,PFR_b,160,3,38,0.237
hDeltaI,PFR_b,160,4,32,0.2
vDeltaH,vDeltaI_a,156,-3,3,0.019
vDeltaH,vDeltaI_a,156,-2,4,0.026
vDeltaH,vDeltaI_a,156,-1,42,0.269
vDeltaH,vDeltaI_a,156,0,64,0.41
vDeltaH,vDeltaI_a,156,1,35,0.224
vDeltaH,vDeltaI_a,156,2,8,0.051
FC3_c,vDeltaD,156,-2,3,0.019
FC3_c,vDeltaD,156,-1,34,0.218
FC3_c,vDeltaD,156,0,80,0.513
FC3_c,vDeltaD,156,1,37,0.237
FC3_c,vDeltaD,156,2,2,0.013
PFNm_a,vDeltaI_a,156,-2,1,0.006
PFNm_a,vDeltaI_a,156,-1,25,0.16
PFNm_a,vDeltaI_a,156,0,121,0.776
PFNm_a,vDeltaI_a,156,1,9,0.058
FC1C_b,FC1D,156,-3,1,0.006
FC1C_b,FC1D,156,-2,1,0.006
FC1C_b,FC1D,156,-1,33,0.212
FC1C_b,FC1D,156,0,98,0.628
FC1C_b,FC1D,156,1,17,0.109
FC1C_b,FC1D,156,2,4,0.026
FC1C_b,FC1D,156,3,2,0.013
FC1B,FC1B,156,-2,5,0.032
FC1B,FC1B,156,-1,39,0.25
FC1B,FC1B,156,0,72,0.462
FC1B,FC1B,156,1,35,0.224
FC1B,FC1B,156,2,4,0.026
FC1B,FC1B,156,4,1,0.006
FC2B,hDeltaC,156,-3,2,0.013
FC2B,hDeltaC,156,-2,3,0.019
FC2B,hDeltaC,156,-1,13,0.083
FC2B,hDeltaC,156,0,21,0.135
FC2B,hDeltaC,156,1,47,0.301
FC2B,hDeltaC,156,2,34,0.218
FC2B,hDeltaC,156,3,28,0.179
FC2B,hDeltaC,156,4,8,0.051
hDeltaL,FS1B_b,155,-3,14,0.09
hDeltaL,FS1B_b,155,0,28,0.181
hDeltaL,FS1B_b,155,1,22,0.142
hDeltaL,FS1B_b,155,2,43,0.277
hDeltaL,FS1B_b,155,3,18,0.116
hDeltaL,FS1B_b,155,4,30,0.194
FC1D,FC1B,155,-2,2,0.013
FC1D,FC1B,155,-1,23,0.148
FC1D,FC1B,155,0,84,0.542
FC1D,FC1B,155,1,43,0.277
FC1D,FC1B,155,2,2,0.013
FC1D,FC1B,155,4,1,0.006
FC2A,hDeltaA,154,-3,2,0.013
FC2A,hDeltaA,154,-2,2,0.013
FC2A,hDeltaA,154,-1,8,0.052
FC2A,hDeltaA,154,0,25,0.162
FC2A,hDeltaA,154,1,41,0.266
FC2A,hDeltaA,154,2,50,0.325
FC2A,hDeltaA,154,3,21,0.136
FC2A,hDeltaA,154,4,5,0.032
PFR_a,FC3_b,154,-1,10,0.065
PFR_a,FC3_b,154,0,113,0.734
PFR_a,FC3_b,154,1,31,0.201
FC1C_b,FC1C_a,154,-3,15,0.097
FC1C_b,FC1C_a,154,-2,26,0.169
FC1C_b,FC1C_a,154,-1,19,0.123
FC1C_b,FC1C_a,154,0,48,0.312
FC1C_b,FC1C_a,154,1,16,0.104
FC1C_b,FC1C_a,154,2,11,0.071
FC1C_b,FC1C_a,154,3,8,0.052
FC1C_b,FC1C_a,154,4,11,0.071
hDeltaC,hDeltaL,152,-3,20,0.132
hDeltaC,hDeltaL,152,-2,26,0.171
hDeltaC,hDeltaL,152,-1,13,0.086
hDeltaC,hDeltaL,152,0,28,0.184
hDeltaC,hDeltaL,152,1,11,0.072
hDeltaC,hDeltaL,152,2,44,0.289
hDeltaC,hDeltaL,152,3,5,0.033
hDeltaC,hDeltaL,152,4,5,0.033
vDeltaB,PFGs,152,-3,1,0.007
vDeltaB,PFGs,152,-2,1,0.007
vDeltaB,PFGs,152,-1,16,0.105
vDeltaB,PFGs,152,0,80,0.526
vDeltaB,PFGs,152,1,53,0.349
vDeltaB,PFGs,152,2,1,0.007
FC1A,FC1A,151,-3,7,0.046
FC1A,FC1A,151,-2,8,0.053
FC1A,FC1A,151,-1,45,0.298
FC1A,FC1A,151,0,22,0.146
FC1A,FC1A,151,1,45,0.298
FC1A,FC1A,151,2,6,0.04
FC1A,FC1A,151,3,11,0.073
FC1A,FC1A,151,4,7,0.046
PFR_a,hDeltaG,150,-1,54,0.36
PFR_a,hDeltaG,150,0,55,0.367
PFR_a,hDeltaG,150,3,14,0.093
PFR_a,hDeltaG,150,4,27,0.18
PFGs,hDeltaC,149,-3,28,0.188
PFGs,hDeltaC,149,-2,18,0.121
PFGs,hDeltaC,149,-1,13,0.087
PFGs,hDeltaC,149,0,21,0.141
PFGs,hDeltaC,149,1,10,0.067
PFGs,hDeltaC,149,2,14,0.094
PFGs,hDeltaC,149,3,17,0.114
PFGs,hDeltaC,149,4,28,0.188
FC1F,FC1A,149,-1,25,0.168
FC1F,FC1A,149,0,86,0.577
FC1F,FC1A,149,1,35,0.235
FC1F,FC1A,149,2,2,0.013
FC1F,FC1A,149,3,1,0.007
hDeltaJ,hDeltaM,149,-2,3,0.02
hDeltaJ,hDeltaM,149,-1,2,0.013
hDeltaJ,hDeltaM,149,0,22,0.148
hDeltaJ,hDeltaM,149,1,25,0.168
hDeltaJ,hDeltaM,149,2,37,0.248
hDeltaJ,hDeltaM,149,3,39,0.262
hDeltaJ,hDeltaM,149,4,21,0.141
vDeltaM,vDeltaM,149,-2,4,0.027
vDeltaM,vDeltaM,149,-1,13,0.087
vDeltaM,vDeltaM,149,0,85,0.57
vDeltaM,vDeltaM,149,1,37,0.248
vDeltaM,vDeltaM,149,2,10,0.067
FC1B,FS1B_b,147,-2,1,0.007
FC1B,FS1B_b,147,-1,27,0.184
FC1B,FS1B_b,147,0,109,0.741
FC1B,FS1B_b,147,1,10,0.068
FC1F,FC1B,146,-3,2,0.014
FC1F,FC1B,146,-2,1,0.007
FC1F,FC1B,146,-1,7,0.048
FC1F,FC1B,146,0,92,0.63
FC1F,FC1B,146,1,43,0.295
FC1F,FC1B,146,4,1,0.007
hDeltaE,FS1A_b,145,-3,78,0.538
hDeltaE,FS1A_b,145,-2,4,0.028
hDeltaE,FS1A_b,145,3,10,0.069
hDeltaE,FS1A_b,145,4,53,0.366
FC3_a,FC3_b,145,-2,2,0.014
FC3_a,FC3_b,145,-1,18,0.124
FC3_a,FC3_b,145,0,91,0.628
FC3_a,FC3_b,145,1,34,0.234
PFR_a,hDeltaM,144,-1,38,0.264
PFR_a,hDeltaM,144,0,41,0.285
PFR_a,hDeltaM,144,1,1,0.007
PFR_a,hDeltaM,144,3,25,0.174
PFR_a,hDeltaM,144,4,39,0.271
FS1A_b,FS1A_c,144,-3,17,0.118
FS1A_b,FS1A_c,144,-2,11,0.076
FS1A_b,FS1A_c,144,-1,27,0.188
FS1A_b,FS1A_c,144,0,11,0.076
FS1A_b,FS1A_c,144,1,26,0.181
FS1A_b,FS1A_c,144,2,15,0.104
FS1A_b,FS1A_c,144,3,18,0.125
FS1A_b,FS1A_c,144,4,19,0.132
FC1F,hDeltaJ,143,-3,2,0.014
FC1F,hDeltaJ,143,-2,1,0.007
FC1F,hDeltaJ,143,-1,7,0.049
FC1F,hDeltaJ,143,0,24,0.168
FC1F,hDeltaJ,143,1,58,0.406
FC1F,hDeltaJ,143,2,30,0.21
FC1F,hDeltaJ,143,3,20,0.14
FC1F,hDeltaJ,143,4,1,0.007
PFR_b,hDeltaB,141,-3,25,0.177
PFR_b,hDeltaB,141,-2,42,0.298
PFR_b,hDeltaB,141,-1,27,0.191
PFR_b,hDeltaB,141,0,10,0.071
PFR_b,hDeltaB,141,1,11,0.078
PFR_b,hDeltaB,141,2,6,0.043
PFR_b,hDeltaB,141,3,4,0.028
PFR_b,hDeltaB,141,4,16,0.113
FS2,FS3_a,141,-3,9,0.064
FS2,FS3_a,141,-2,7,0.05
FS2,FS3_a,141,-1,16,0.113
FS2,FS3_a,141,0,58,0.411
FS2,FS3_a,141,1,21,0.149
FS2,FS3_a,141,2,15,0.106
FS2,FS3_a,141,3,8,0.057
FS2,FS3_a,141,4,7,0.05
hDeltaJ,FS1A_c,141,-3,3,0.021
hDeltaJ,FS1A_c,141,-1,4,0.028
hDeltaJ,FS1A_c,141,0,10,0.071
hDeltaJ,FS1A_c,141,1,23,0.163
hDeltaJ,FS1A_c,141,2,33,0.234
hDeltaJ,FS1A_c,141,3,38,0.27
hDeltaJ,FS1A_c,141,4,30,0.213
vDeltaI_b,vDeltaH,140,-2,4,0.029
vDeltaI_b,vDeltaH,140,-1,24,0.171
vDeltaI_b,vDeltaH,140,0,74,0.529
vDeltaI_b,vDeltaH,140,1,30,0.214
vDeltaI_b,vDeltaH,140,2,8,0.057
hDeltaC,hDeltaJ,140,-2,1,0.007
hDeltaC,hDeltaJ,140,-1,12,0.086
hDeltaC,hDeltaJ,140,0,110,0.786
hDeltaC,hDeltaJ,140,1,13,0.093
hDeltaC,hDeltaJ,140,2,4,0.029
FC1A,FC3_b,139,-3,3,0.022
FC1A,FC3_b,139,-2,3,0.022
FC1A,FC3_b,139,-1,22,0.158
FC1A,FC3_b,139,0,75,0.54
FC1A,FC3_b,139,1,30,0.216
FC1A,FC3_b,139,2,5,0.036
FC1A,FC3_b,139,3,1,0.007
FC2C,FS3_d,139,-1,17,0.122
FC2C,FS3_d,139,0,104,0.748
FC2C,FS3_d,139,1,18,0.129
vDeltaL,vDeltaM,139,-2,1,0.007
