post,pre,syn,share,pre_superclass,pre_nt,pre_n,hb_syn,hb_share
ExR6,WED038,64,0.003,cb_intrinsic,glutamate,16,25,0.002
ExR6,CRE042,62,0.003,cb_intrinsic,gaba,2,45,0.004
ExR6,AN06B075,60,0.003,ascending_neuron,gaba,2,0,0.0
ExR6,LAL051,57,0.003,cb_intrinsic,glutamate,2,33,0.003
ExR6,LAL050,55,0.003,cb_intrinsic,gaba,8,13,0.001
ExR6,CRE039,54,0.003,cb_intrinsic,glutamate,8,4,0.0
ExR6,CRE005,54,0.003,cb_intrinsic,acetylcholine,4,48,0.004
ExR6,PVLP200m_a,54,0.003,cb_intrinsic,acetylcholine,2,0,0.0
FB2D,CB1564,65,0.003,cb_intrinsic,acetylcholine,4,0,0.0
FB2D,LAL139,63,0.003,cb_intrinsic,gaba,2,9,0.001
FB2D,WEDPN7C,58,0.003,cb_intrinsic,acetylcholine,5,5,0.0
FB2D,LPT31,56,0.003,visual_projection,acetylcholine,8,0,0.0
FB4M,CL129,68,0.003,cb_intrinsic,acetylcholine,2,12,0.001
FB4M,DNpe053,68,0.003,descending_neuron,acetylcholine,2,0,0.0
FB4M,PVLP200m_b,61,0.003,cb_intrinsic,acetylcholine,2,0,0.0
FB4M,LAL150,59,0.003,cb_intrinsic,glutamate,10,20,0.002
FB4M,ATL029,58,0.003,cb_intrinsic,acetylcholine,2,16,0.001
FB4M,SMP597,57,0.003,cb_intrinsic,acetylcholine,2,22,0.002
FB4M,SIP073,55,0.003,cb_intrinsic,acetylcholine,6,2,0.0
FB4M,LAL164,53,0.003,cb_intrinsic,acetylcholine,2,14,0.001
FB4M,LoVC25,53,0.003,visual_centrifugal,acetylcholine,22,0,0.0
FB4M,OA-VUMa6,51,0.003,cb_intrinsic,octopamine,2,5,0.0
FB4Y,MBON33,77,0.003,cb_intrinsic,acetylcholine,2,56,0.003
FB4Y,SMP152,73,0.003,cb_intrinsic,acetylcholine,2,47,0.002
FB4Y,SMP573,67,0.003,cb_intrinsic,acetylcholine,2,37,0.002
FB4Y,PLP161,62,0.003,cb_intrinsic,acetylcholine,4,36,0.002
FB4Y,aIPg_m1,62,0.003,cb_intrinsic,acetylcholine,4,0,0.0
FB5A,CRE035,73,0.003,cb_intrinsic,glutamate,2,70,0.004
FB5A,LAL146,72,0.003,cb_intrinsic,glutamate,2,29,0.002
FB5A,AOTU018,72,0.003,cb_intrinsic,acetylcholine,4,0,0.0
FB5A,AVLP705m,70,0.003,cb_intrinsic,acetylcholine,9,0,0.0
FB5A,SMP006,68,0.003,cb_intrinsic,acetylcholine,9,2,0.0
FB5A,MBON27,63,0.003,cb_intrinsic,acetylcholine,2,60,0.003
FB5A,CB2981,63,0.003,cb_intrinsic,acetylcholine,3,0,0.0
FB5A,PVLP114,62,0.003,cb_intrinsic,acetylcholine,2,9,0.0
FB5A,CL144,62,0.003,cb_intrinsic,glutamate,2,0,0.0
FB5A,LAL013,61,0.003,cb_intrinsic,acetylcholine,2,14,0.001
FC2B,OA-VPM3,118,0.003,cb_intrinsic,octopamine,2,214,0.003
FS2,OA-VPM3,75,0.003,cb_intrinsic,octopamine,2,110,0.004
IbSpsP,LPT30,57,0.003,visual_projection,acetylcholine,2,0,0.0
IbSpsP,CB2694,51,0.003,cb_intrinsic,glutamate,6,0,0.0
LCNOpm,AOTU006,59,0.003,cb_intrinsic,acetylcholine,2,29,0.003
LCNOpm,LAL301m,58,0.003,cb_intrinsic,acetylcholine,4,0,0.0
LCNOpm,AVLP752m,57,0.003,cb_intrinsic,acetylcholine,6,0,0.0
LCNOpm,LAL032,52,0.003,cb_intrinsic,acetylcholine,2,37,0.004
LCNOpm,WED057,52,0.003,cb_intrinsic,gaba,21,8,0.001
LCNOpm,VES010,51,0.003,cb_intrinsic,gaba,2,5,0.001
LCNOpm,LAL054,50,0.003,cb_intrinsic,glutamate,2,8,0.001
LNO2,CB4106,67,0.003,cb_intrinsic,acetylcholine,6,0,0.0
LNO2,DNde003,65,0.003,descending_neuron,acetylcholine,4,0,0.0
LNO2,WED040_a,59,0.003,cb_intrinsic,glutamate,15,19,0.002
LNO2,SMP293,56,0.003,cb_intrinsic,acetylcholine,2,18,0.002
LNO2,OA-VPM3,55,0.003,cb_intrinsic,octopamine,2,58,0.005
LNO2,LAL098,54,0.003,cb_intrinsic,gaba,2,20,0.002
LNO2,CB2713,53,0.003,cb_intrinsic,acetylcholine,4,0,0.0
LNO2,LAL059,53,0.003,cb_intrinsic,gaba,6,18,0.002
LNO2,OA-VUMa1,50,0.003,cb_intrinsic,octopamine,2,33,0.003
LNO2,SMP184,50,0.003,cb_intrinsic,acetylcholine,2,16,0.001
LNO2,GNG284,50,0.003,cb_intrinsic,gaba,2,0,0.0
hDeltaE,FB9B_b,86,0.003,cb_intrinsic,glutamate,4,12,0.001
vDeltaK,OA-VPM3,50,0.003,cb_intrinsic,octopamine,2,137,0.008
EL,LAL100,131,0.002,cb_intrinsic,gaba,2,91,0.001
ER2_c,TuBu09,61,0.002,cb_intrinsic,acetylcholine,21,13,0.0
ExR1,SMP183,136,0.002,cb_intrinsic,acetylcholine,2,57,0.001
ExR1,OLVC5,122,0.002,visual_centrifugal,acetylcholine,2,0,0.0
ExR1,PS292,102,0.002,cb_intrinsic,acetylcholine,4,1,0.0
ExR1,LHPV6q1,97,0.002,cb_intrinsic,unclear,2,19,0.0
ExR1,SMP293,91,0.002,cb_intrinsic,acetylcholine,2,44,0.001
ExR6,LAL042,50,0.002,cb_intrinsic,glutamate,2,16,0.001
FB4M,DNp68,50,0.002,descending_neuron,acetylcholine,2,0,0.0
FB4Y,CL303,58,0.002,cb_intrinsic,acetylcholine,2,16,0.001
FB4Y,SMP188,58,0.002,cb_intrinsic,acetylcholine,2,9,0.0
FB4Y,CL129,57,0.002,cb_intrinsic,acetylcholine,2,51,0.002
FB4Y,mALB5,52,0.002,cb_intrinsic,gaba,2,12,0.001
FB4Y,LAL114,52,0.002,cb_intrinsic,acetylcholine,2,11,0.001
FB4Y,AVLP752m,50,0.002,cb_intrinsic,acetylcholine,6,0,0.0
FB4Y,LAL013,50,0.002,cb_intrinsic,acetylcholine,2,6,0.0
FB5A,CB4081,59,0.002,cb_intrinsic,acetylcholine,14,0,0.0
FB5A,LAL163,53,0.002,cb_intrinsic,acetylcholine,2,11,0.001
FB5A,CB2784,51,0.002,cb_intrinsic,gaba,8,0,0.0
FB5A,SMP013,50,0.002,cb_intrinsic,acetylcholine,2,34,0.002
FB5A,LAL165,50,0.002,cb_intrinsic,acetylcholine,2,3,0.0
FC2A,CRE107,76,0.002,cb_intrinsic,glutamate,2,42,0.001
FC2A,mALD1,76,0.002,cb_intrinsic,gaba,2,58,0.002
FC2B,SMP712m,75,0.002,cb_intrinsic,unclear,2,0,0.0
FC2B,SMP007,74,0.002,cb_intrinsic,acetylcholine,8,53,0.001
FR1,OA-VPM3,63,0.002,cb_intrinsic,octopamine,2,113,0.004
FR1,CRE107,56,0.002,cb_intrinsic,glutamate,2,17,0.001
PFL2,OA-VUMa1,77,0.002,cb_intrinsic,octopamine,2,32,0.001
PFL2,FB5V_b,57,0.002,cb_intrinsic,glutamate,6,0,0.0
PFL3,OA-VPM3,125,0.002,cb_intrinsic,octopamine,2,151,0.002
PFR_a,LHPV5e3,69,0.002,cb_intrinsic,acetylcholine,2,18,0.0
PFR_b,OA-VPM3,64,0.002,cb_intrinsic,octopamine,2,116,0.004
hDeltaA,OA-VPM3,124,0.002,cb_intrinsic,octopamine,2,166,0.004
hDeltaI,OA-VPM3,72,0.002,cb_intrinsic,octopamine,2,109,0.004
hDeltaJ,FB5V_b,73,0.002,cb_intrinsic,glutamate,6,0,0.0
EL,SMP371_a,63,0.001,cb_intrinsic,glutamate,2,0,0.0
EL,CRE004,52,0.001,cb_intrinsic,acetylcholine,2,20,0.0
EPG,LHPV6q1,308,0.001,cb_intrinsic,unclear,2,135,0.001
EPG,OA-AL2i1,252,0.001,visual_centrifugal,unclear,2,0,0.0
EPG,LAL206,144,0.001,cb_intrinsic,glutamate,4,0,0.0
ExR1,AVLP314,69,0.001,cb_intrinsic,acetylcholine,2,0,0.0
ExR1,SIP004,62,0.001,cb_intrinsic,acetylcholine,2,33,0.001
ExR1,CB3135,53,0.001,cb_intrinsic,glutamate,3,0,0.0
FC2C,SMP081,52,0.001,cb_intrinsic,glutamate,4,64,0.002
PEN_a(PEN1),OA-AL2i1,50,0.001,visual_centrifugal,unclear,2,0,0.0
PFL3,FB5V_b,84,0.001,cb_intrinsic,glutamate,6,0,0.0
PFL3,LC33,73,0.001,visual_projection,glutamate,32,0,0.0
PFL3,AOTU042,58,0.001,cb_intrinsic,gaba,4,12,0.0
EPG,PS196_b,68,0.0,cb_intrinsic,acetylcholine,2,0,0.0
