type_pre,type_post,weight
SMP019,FB4M,3
FS1B_a,FB5P,3
FB4R,OA-VUMa6,3
FB2I_b,FS2,3
FB2I_b,FS1B_b,3
FB2I_b,FB1B,3
FB2I_b,ExR4,3
FB2B_a,FS3_a,3
FB2B_a,FC2C,3
vDeltaJ,FB5N,3
vDeltaJ,FB5F,3
FB5V_b,FB4Q_c,3
FB5V_b,FB4I,3
hDeltaB,FB2C,3
hDeltaB,vDeltaG,3
hDeltaB,FC1C_b,3
FB2J_b,FB2J_c,3
CRE085,ExR6,3
CRE085,FB4H,3
FB7C,MeVC27,3
FB7C,FS3_a,3
CB1220,ExR3,3
FB1E_a,FB2M_a,3
SMP408_b,FB6Y,3
FB2C,FB4J,3
FB2C,FS4B,3
SMP150,FB5X,3
SLP065,FB8F_a,3
CB2784,FC2A,3
FB6J,FS3_b,3
FB6J,FS1A_b,3
FB6J,FB6M,3
FB8E,FB5G_a,3
CB4183,FS2,3
FC1C_b,FS2,3
PEN_b(PEN2),vDeltaB,3
KCg-m,FB4P_a,3
SMP483,FS3_d,3
FB5J,PFL2,3
FB5J,FS1B_b,3
FB2H_a,FB1H,3
FB2H_a,FS4A,3
hDeltaD,FB6F,3
vDeltaH,hDeltaJ,3
vDeltaH,FB5R,3
WED128,FB6M,3
FB4F_c,hDeltaG,3
FB4F_c,FR2,3
FB4F_c,FC1F,3
FB4F_c,FB2I_a,3
FB4F_c,FB3A,3
FC2B,PLP042_c,3
ATL013,FS1B_b,3
FS1A_c,CB0325,3
FS1A_c,SMP111,3
WED035,FB2A,3
PFR_b,FC1B,3
PS263,LPsP,3
FB7F,SMP096,3
FB7F,SMP408_d,3
FB7F,SMP408_b,3
FB7F,SMP007,3
vDeltaM,FB4O,3
CRE019,FB2F_a,3
ER1_a,ExR1,3
PFNp_e,PFNv,3
FB1B,FC2A,3
FB1B,FC1C_b,3
FB1B,FS2,3
FC3_c,FB5B,3
SIP047,FS2,3
CB4198,FB5B,3
hDeltaJ,FB3E,3
FB2C,SAF,3
PEN_a(PEN1),hDeltaJ,3
FB7E,SMP001,3
FB5K,CRE088,3
FB5K,CB3065,3
FB5K,FB4F_c,3
FB5K,CRE001,3
FB5K,FB5W_a,3
FB5K,PFGs,3
FB5K,PAM12,3
FB5K,FB5R,3
FB5K,FB4A_a,3
FB2F_b,FB2H_a,3
vDeltaI_a,PFNp_b,3
FB6U,FB5H,3
FB6U,FB5G_a,3
FC1C_b,LAL200,3
PFL1,LHPV5l1,3
FS2,CB1897,3
SMP305,SA2_a,3
FS3_c,SIP047,3
FS3_c,DNES1,3
FS3_c,FB1H,3
FB2I_a,hDeltaG,3
FB2I_a,hDeltaH,3
hDeltaM,FB4M,3
hDeltaM,FB4I,3
hDeltaM,FB5V_b,3
PEN_b(PEN2),PFNp_a,3
FS1A_a,FB5O,3
SIP041,FB6M,3
SLP103,FB6C_b,3
PFGs,vDeltaM,3
FB8H,CB1617,3
CB4128,FB8F_a,3
SMP560,FS3_b,3
FB2D,ExR6,3
CRE095,FB2G_b,3
FB2L,FB4L,3
FB2L,vDeltaH,3
FB2L,FB4A_a,3
KCab-s,ER2_c,3
CRE028,FB4I,3
CB4197,FB1H,3
FB5G_b,hDeltaF,3
FB5G_b,FC3_a,3
FB5G_b,FS3_a,3
hDeltaM,FC1C_b,3
SMP034,FB6T,3
FB1E_a,FB4L,3
CB3050,FB7I,3
FB5Y_b,FB7E,3
FB5X,FB4E_a,3
hDeltaF,FB8B,3
FB7I,FB5C,3
FB7I,CB2572,3
PFL3,DNg13,3
PFL3,SIP126m_b,3
PFL3,FB4F_c,3
PFL3,vDeltaI_b,3
PFL3,hDeltaM,3
PFL3,FB4P_b,3
PFR_b,FB6X,3
PFR_b,ATL035,3
vDeltaJ,FB5T,3
FB7L,FB6R,3
CB4112,FB3C,3
CRE037,FB5N,3
FB4A_b,FC1A,3
LHAV6c1,FB2G_b,3
FB7H,FB6K,3
FB7H,FB7F,3
hDeltaJ,FB6A_b,3
vDeltaC,vDeltaE,3
vDeltaC,FS4B,3
FB5C,FB8G,3
FB5C,FB5D,3
FB5C,FB5Y_a,3
FB5C,FB6V,3
FB5C,SMP034,3
FB5C,FB5AA,3
PEG,ER5,3
FB8C,CB4125,3
FB8C,SMP517,3
LHPV5a3,FB6T,3
vDeltaI_b,FS1B_a,3
vDeltaI_b,FB4Z_c,3
PFNa,PFNp_a,3
FB1A,PFNv,3
LAL131,LNO1,3
PS191,PFL1,3
FC,ATL029,3
FC,FC2B,3
FC,FC3_b,3
FB5X,vDeltaG,3
FC2B,LAL188_b,3
FB4E_c,PFL2,3
FB4E_c,FB4A_b,3
FB4E_c,FB4R,3
CB3910,FB5A,3
FB4Q_a,PFGs,3
FB4Q_a,FC2C,3
FB4Q_a,vDeltaL,3
FB4Q_a,FS1B_b,3
FB4Q_a,FC3_b,3
WEDPN16_d,ExR3,3
FB1E_b,ExR7,3
FB1E_b,vDeltaE,3
FB1E_b,FB2I_a,3
SMP033,FS1B_b,3
CRE056,FB4G,3
FB1B,PFL3,3
SMP371_b,FB5X,3
SMP371_b,FB2I_a,3
SMP086,FB5B,3
SMP086,FB7G,3
SLP281,FB7A,3
FB5G_a,FC3_a,3
vDeltaB,FB6F,3
vDeltaB,hDeltaK,3
FB7D_a,FB8F_a,3
FB7D_a,FB8I,3
SMP352,FB6T,3
FC1A,SMP376,3
PFGs,FR1,3
SMP180,FB5V_a,3
CB4138,SA1_a,3
CB4138,FB8A,3
CB2846,FB2K,3
CRE070,FB5B,3
hDeltaE,FB6F,3
EPG,FB5T,3
EPG,FS3_d,3
EPG,FB5W_b,3
SMP374,FS3_b,3
SMP374,FS2,3
SMP151,FB5V_c,3
SMP151,FB5Y_a,3
SMP151,FB4M,3
FB5I,FS3_c,3
FB5I,PFL2,3
vDeltaB,SAF,3
ATL013,FS2,3
FB4O,CRE043_a3,3
FB4O,CRE103,3
PFGs,FB6W,3
PFGs,FB5G_a,3
PFGs,FC2A,3
PFGs,FB7B,3
PFR_a,IB005,3
LPT116,SpsP,3
hDeltaJ,FB5P,3
CRE028,FB4F_c,3
FS1A_a,SMP151,3
CRE051,FB2G_b,3
FC2B,FC1C_b,3
AOTU004,FB2K,3
hDeltaJ,FC1A,3
LAL022,PFL1,3
FS1B_b,SMP577,3
CB2592,FB7G,3
PFL2,CB3523,3
PFL2,FB6A_b,3
PFL2,LAL126,3
CB4195,FB5C,3
FS3_a,CB1910,3
FS3_a,FB7M,3
FC1F,FB5R,3
FB6U,SIP065,3
FB5Y_a,FB5A,3
FB5Y_a,FS3_d,3
FB5Y_a,FS4C,3
FB5Y_a,vDeltaG,3
CRE030_b,FB4Y,3
LAL150,FB5X,3
FS3_a,SMP012,3
FS3_a,FC3_a,3
FS3_a,SMP059,3
FS3_a,FB6G,3
FS3_a,FB8I,3
FS3_a,FS4A,3
FS3_a,FB7F,3
FB7G,FB6E,3
ER3d_c,ER3a_d,3
FB4D_a,FB4E_a,3
hDeltaM,FB4F_b,3
hDeltaM,FB4H,3
PFNv,vDeltaB,3
FB5G_b,ExR1,3
CB3523,FB2B_a,3
CB1529,FB5G_a,3
CB1529,FB5Q,3
vDeltaI_b,FB5X,3
CB1316,FB8F_a,3
FB5W_a,FC3_b,3
vDeltaC,hDeltaG,3
ER3w_b,ER3d_e,3
ER3w_b,ER5,3
FS2,ExR1,3
FS2,SMP180,3
FC2C,FB1E_b,3
SMP430,FB7I,3
SMP430,FB7E,3
SMP430,FS3_d,3
FB2K,FB1E_a,3
CRE024,FB4Y,3
CRE024,FB5W_a,3
FB4F_c,EPGt,3
FS1A_c,PLP042_b,3
vDeltaI_b,FB5G_b,3
FB5N,FB4Z_b,3
FB5N,FC3_c,3
FB5N,FB5V_c,3
FB5N,SMP199,3
FB4H,FC2A,3
FB4H,FB4Z_c,3
FB4H,OA-VPM3,3
FB4H,hDeltaM,3
FB4H,ATL018,3
FB4H,LAL155,3
FB4H,SMP714m,3
FB6R,ExR3,3
MBON34,FB4M,3
SA3,FB1E_b,3
SA3,FB9B_b,3
EPG,vDeltaM,3
vDeltaJ,hDeltaK,3
FS1B_a,FC1D,3
FB8E,FB6Y,3
FB4A_a,EPG,3
CRE093,FC2C,3
vDeltaA_b,vDeltaF,3
SIP018,ExR5,3
PEG,vDeltaL,3
PEN_b(PEN2),FB1E_a,3
PEN_b(PEN2),FB6P,3
SMP124,FB4O,3
FB3E,hDeltaC,3
FB4C,KCg-m,3
FB4C,SMP452,3
FB4C,FB5C,3
FB4C,FB4O,3
FB4C,vDeltaD,3
FB4C,FC2A,3
FB4C,FC1C_b,3
FB4C,FC2B,3
FB4C,hDeltaF,3
FB4C,ER3a_b,3
FB4C,CRE001,3
FC1F,vDeltaI_b,3
SMP377,FB4H,3
FR1,LHPV7c1,3
FB4Q_b,FB4Y,3
FB4Q_b,hDeltaB,3
FB4Q_b,FB5V_c,3
FB4R,hDeltaL,3
FB4R,PFNd,3
FB4R,hDeltaM,3
vDeltaI_b,vDeltaE,3
FB4E_b,FB4P_c,3
FB4E_b,FC2B,3
FB4E_b,FB4Z_a,3
SIP030,FB6C_b,3
SIP030,FB6G,3
CRE059,FB4Y,3
FS1A_b,SMP061,3
FB4Z_c,FB4Y,3
FB4Z_c,FC3_a,3
FB4Z_c,FS1A_a,3
FB6S,SMP541,3
FB6S,SMP240,3
FB6S,FB6T,3
FB6S,SIP088,3
FB6S,SLP405,3
FS4C,SMP336,3
FS4C,SMP257,3
FB5N,FB5J,3
FB5N,FB5I,3
FC2B,FB8G,3
FS3_b,FS4A,3
CB0943,FB8H,3
FB4F_c,FC1B,3
FB4F_c,FB4X,3
FB4F_c,FB5N,3
FB2A,FS3_d,3
FB2A,PFR_a,3
FB2K,hDeltaG,3
FB2K,vDeltaI_b,3
SMP143,FB2B_a,3
SMP143,FB4R,3
SLP268,FB6C_a,3
SLP268,FB1F,3
FB6G,SIP077,3
PFNp_e,vDeltaB,3
FB6Z,FS3_b,3
FB6Z,FS1A_c,3
FB4F_b,FB1H,3
FB4F_b,OA-VPM3,3
FB4F_b,FR1,3
FB5C,CB1168,3
FB5C,SIP065,3
SMP110,FB5N,3
vDeltaK,FC1D,3
FB4E_a,FB4A_b,3
FB4E_a,FS1A_c,3
FB4E_a,FR2,3
CB2992,FB9C,3
FB4A_a,FB4P_c,3
FB4A_a,FB2K,3
FB2D,FS3_b,3
FB4E_b,FB2K,3
FS1A_c,FB2A,3
FB1B,hDeltaI,3
CB1346,FS3_a,3
CB1346,FB3E,3
FB7D_b,FB7J,3
FB7A,CB1212,3
FB8I,FB6F,3
SA3,FB2B_b,3
SA3,SLP414,3
CRE094,FB5B,3
FB2F_d,FB1F,3
FB2F_d,FS4A,3
FB2F_d,FB1B,3
FC1F,FB4C,3
FC1F,hDeltaB,3
FS1A_c,CB3895,3
FS1B_b,SMP505,3
FB1D,FB7L,3
LAL024,FB5A,3
FB5S,FB5R,3
ER3a_a,ER3p_a,3
FB4O,FB6N,3
FB6N,FB6D,3
FB6N,FB6M,3
FB6N,FS4A,3
KCg-s2,FB4K,3
FB6J,FB7D_b,3
FB6J,ExR3,3
FB6J,FB6L,3
ER4d,TuBu05,3
FB4D_c,CRE056,3
FB4D_c,FB4Q_c,3
FB1J,FS4C,3
FB1J,FS3_b,3
FB1J,PFNm_b,3
FB1J,SA3,3
FB1J,hDeltaF,3
FS1A_c,SIP052,3
FS1A_c,SMP320a,3
FB7G,BiT,3
FS4A,vDeltaB,3
vDeltaJ,PFGs,3
SLP300,SAF,3
FB4N,FC1F,3
FB4N,FB3A,3
FB6M,SMP018,3
FB6M,FB2I_a,3
FB6M,ExR7,3
FB4Y,ER3w_a,3
FB4Y,PAM08,3
FB4Y,FB4Q_c,3
FB4Y,FB2F_c,3
WED002,FB2A,3
vDeltaI_a,vDeltaC,3
FB5V_a,CRE023,3
FB5V_a,CRE086,3
FB5V_a,PAM08,3
FB5V_a,FB5W_a,3
FB5V_a,FB4E_b,3
FB5V_a,OA-VUMa6,3
PAM08,FB4P_a,3
FC2C,FB4X,3
FC2C,hDeltaD,3
FB7C,FB6G,3
FB7C,FB6T,3
ExR5,FB5W_b,3
ExR5,CRE071,3
ExR5,FS3_a,3
ExR5,TuBu05,3
ExR5,FB4Q_a,3
ExR5,FB5AB,3
ExR5,SMP504,3
ExR5,LAL195,3
FS3_c,FB6C_b,3
ER2_a,ER3p_b,3
FB8F_a,SMP086,3
vDeltaE,FB5D,3
vDeltaK,FS1A_a,3
hDeltaM,EPG,3
ExR5,FS4B,3
ExR5,FS3_c,3
FB5S,FS4A,3
FB5S,FB7D_b,3
hDeltaH,FB4O,3
hDeltaH,FC1C_b,3
SMP084,FB5H,3
FC1B,vDeltaC,3
FS4C,CB1884,3
FB5T,FC3_c,3
FB5T,FC3_b,3
FB5T,vDeltaG,3
FB5T,vDeltaM,3
FB4A_a,vDeltaL,3
FB4A_a,FS3_d,3
CRE093,FB1G,3
vDeltaK,hDeltaJ,3
FB6S,LHCENT1,3
FB6S,SMP009,3
FB6S,FB6Q,3
FB6S,SMP117_b,3
FS4B,FB1F,3
PFGs,FB6J,3
PLP071,IbSpsP,3
FS3_b,CB2754,3
FS3_b,SIP029,3
FB6R,FB5AB,3
FB6R,FS1B_b,3
FB6R,FB6A_b,3
FB5S,FS1A_c,3
CB2550,FB5X,3
hDeltaH,PFL1,3
hDeltaH,FS4A,3
CB1910,FS3_b,3
SMP143,FB1G,3
CB4155,IbSpsP,3
SIP028,ER3m,3
SIP028,ER3a_a,3
hDeltaM,FB4Q_b,3
FB8F_a,FB8F_b,3
FB8F_a,FB7F,3
SIP067,FB7I,3
FB6V,CRE056,3
FB6V,FB5O,3
FB6V,FB5D,3
FB6V,FB6N,3
CB2592,FB6S,3
SMP542,FS1A_c,3
PEN_b(PEN2),FB5W_a,3
SAF,FB2F_a,3
FB6S,FB6J,3
FB6S,SMP136,3
LAL206,LCNOpm,3
hDeltaB,vDeltaA_b,3
FB4K,MBON29,3
FB4K,vDeltaF,3
FB4K,CRE039,3
FB8F_a,SLP439,3
PAM08,FB5D,3
vDeltaM,PFNp_a,3
FB2D,FS3_a,3
FB2D,FB4F_c,3
ER2_a,ExR7,3
FC1C_b,EPG,3
CRE078,FB1H,3
CRE078,FB5Y_b,3
vDeltaH,FS1B_b,3
FB8F_b,SMP252,3
FB8F_b,FS3_d,3
CB2592,FB8F_a,3
FB1D,FB2E,3
FB1D,FC1D,3
vDeltaF,FS3_c,3
AOTU046,ExR7,3
FB4R,FS3_d,3
FB4R,LAL014,3
FB4R,CRE043_c1,3
FS3_d,SLP355,3
FS3_d,SMP306,3
SIP087,FB2A,3
SIP087,FC1C_a,3
CRE081,FB6X,3
ER2_a,DNc02,3
CRE019,FB1H,3
FB9B_d,FB7C,3
SMP382,FB5Q,3
SIP065,FS3_a,3
FB6S,PPL107,3
FB6S,SLP102,3
FB8D,SLP414,3
FS1B_a,hDeltaC,3
FB6L,hDeltaE,3
FB6L,FB6F,3
FB6L,FB7D_b,3
FB6L,FB6K,3
FB8F_b,FB6T,3
FB8F_b,CB1608,3
FB8F_b,SLP414,3
FS4C,SMP535,3
PFNm_b,FB4Y,3
MBON09,FB5AB,3
FB4D_a,FS3_d,3
FB4D_a,FC3_a,3
FB4D_a,FB2D,3
FB9B_d,FS4C,3
FS3_d,SMP743,3
FS3_d,OA-VPM3,3
FS3_d,PLP122_a,3
SLP101,FB8F_a,3
vDeltaI_a,hDeltaI,3
FS4A,hDeltaF,3
ER2_d,ExR8,3
FB5AA,PAM09,3
FB5AA,CB1316,3
FB5AA,CRE072,3
FB5AA,FB6X,3
FB5AA,FB5X,3
FB5AA,hDeltaK,3
FB2I_a,PEN_a(PEN1),3
FB6J,FR1,3
FB6M,FS3_c,3
SMP588,FB4M,3
SLP414,FB6H,3
WED018,FB2A,3
FB7M,FS2,3
vDeltaL,hDeltaC,3
FB9B_a,FB8E,3
vDeltaC,FB6S,3
FS3_c,FB5G_b,3
FS4C,SMP187,3
FS4C,SMP239,3
FS4C,FB8H,3
FR1,CRE056,3
FS4C,CB0103,3
TuBu10,ER5,3
CRE078,FB5Y_a,3
SLP259,FB7G,3
FS1A_b,CRE020,3
CB2295,FB7C,3
FB4X,FB4P_b,3
FB4X,vDeltaK,3
FB4X,FC1C_b,3
FB4X,PFGs,3
vDeltaM,hDeltaC,3
DNpe053,FS3_c,3
SMP269,FB7I,3
SMP269,FB1A,3
PFL1,PFL2,3
PFL1,CB2430,3
PFL1,FB2K,3
PFL1,SAD047,3
SMP192,LNO2,3
SMP012,FB6S,3
FS1A_b,SMP452,3
ExR7,LAL203,3
ExR7,LAL155,3
ExR7,LAL100,3
vDeltaG,vDeltaK,3
FB5U,hDeltaL,3
SMP377,FB2G_b,3
FS1B_b,CL234,3
FB8G,FB9C,3
DNpe004,IbSpsP,3
vDeltaA_a,vDeltaD,3
FR2,SMP017,3
SLP268,SAF,3
FC2B,FB4M,3
FR2,PLP042_a,3
FS1B_a,hDeltaJ,3
ER2_c,TuBu09,3
FB8F_b,CB4122,3
SMP497,FS4A,3
EPG,hDeltaM,3
PFL2,PS049,3
CB1281,FB7A,3
LAL179,FB5A,3
PFNp_e,IbSpsP,3
vDeltaA_a,PEN_b(PEN2),3
vDeltaA_a,FB4Z_a,3
vDeltaA_a,FB5V_b,3
vDeltaB,FB6C_a,3
FS4C,PRW032,3
FB4Z_b,FB4Y,3
FB4Z_b,vDeltaI_b,3
FB4P_c,SMP377,3
FB4P_c,FS1B_b,3
FB4P_c,PAM05,3
FB4P_c,SMP450,3
FB4P_c,FC3_c,3
FB4P_c,FB5D,3
FS2,FB5I,3
FS2,FC1D,3
FS2,FR2,3
FB6L,FB6N,3
FB6L,FB5B,3
FB6L,FS1B_b,3
CB3574,FB4M,3
SMP355,FB6T,3
PFNp_a,FS3_c,3
LAL176,LNO2,3
FB4Z_a,FB4P_c,3
FB4Z_a,PFR_b,3
vDeltaD,vDeltaB,3
vDeltaJ,FS1A_c,3
PFL1,LAL075,3
PFL1,DNge094,3
PFL1,AOTU042,3
FB5R,FB4R,3
FB5R,FB5S,3
FB5R,vDeltaL,3
FB8E,vDeltaB,3
FB7A,LNd_c,3
FS1A_b,CRE023,3
FS1A_b,SMP457,3
FS3_a,hDeltaD,3
FS3_a,FB6C_b,3
PS261,LNO2,3
FB5W_b,FS1A_c,3
FB5W_b,FB5V_a,3
PAM09,FS2,3
FB4Z_b,FR1,3
FB9A,FB8B,3
FB9A,CB1617,3
vDeltaA_b,vDeltaI_a,3
CRE056,FB5K,3
FS4B,SMP235,3
PFL3,SMP016_b,3
PFL3,CRE100,3
FB9C,CB1595,3
FB9C,hDeltaE,3
FS1B_b,SMP336,3
FB5R,FS1A_a,3
LAL164,FB4F_a,3
vDeltaK,PFNp_d,3
CRE037,FB4A_a,3
FB4Z_a,FB5R,3
FS2,CB1220,3
FS2,SMP595,3
LHPD2d1,FB7F,3
FS1A_b,SMP166,3
FS3_b,SMP453,3
FB9C,CB4122,3
FS4C,vDeltaA_a,3
FS4C,LHPV5a3,3
PFL3,LAL188_a,3
FR2,CRE072,3
CB4134,FB1A,3
CB4134,FS2,3
FR2,FB5AA,3
PEN_a(PEN1),DNc02,3
LAL017,FB4E_a,3
FS3_c,FB7A,3
FS3_c,FB8G,3
FR2,SMP382,3
FS3_a,PFNm_b,3
FB4Z_b,hDeltaK,3
FR2,CRE048,3
FR2,PAM12,3
FS3_c,CB2754,3
FS3_c,CB4183,3
PFR_b,IbSpsP,3
PFR_b,FB4F_b,3
PFR_b,OA-AL2i1,3
FB4P_b,FB5V_c,3
FS3_c,FB6Y,3
Delta7,hDeltaI,3
ER5,ExR2,3
FS3_d,CB3069,3
PFL1,CB1564,3
SMP184,FB5Q,3
FS3_d,SMP379,3
FS3_d,PFGs,3
FS3_d,SMP001,3
FS3_d,SLP398,3
FS3_d,PAM09,3
FS3_d,CB4157,3
FB4Z_a,ExR5,3
FB4Z_a,vDeltaI_a,3
FS1A_b,CB3895,3
FB9B_c,SAF,3
FR1,FB6U,3
CB4134,FB7A,3
SLP359,FS3_d,3
FB6C_b,SMP171,3
FB6C_b,SMP483,3
FB6C_b,hDeltaJ,3
FB4Z_c,hDeltaM,3
FB4Z_c,hDeltaK,3
LAL175,LNO1,3
vDeltaM,PFL1,3
vDeltaM,OA-VPM3,3
vDeltaL,hDeltaM,3
vDeltaM,FB4E_a,3
FS4A,CB1910,3
FB9B_e,vDeltaA_b,3
SLP075,FB6U,3
vDeltaM,FB1C,3
SMP006,FB4Y,3
pC1_10a,FB5A,3
vDeltaA_a,PFNa,3
vDeltaA_a,PFNp_e,3
FS3_d,vDeltaB,3
SMP188,FS4C,3
SMP188,FC2C,3
SMP188,PFL3,3
FS3_b,AstA1,3
PAM03,FB4K,3
PAM08,FB5C,3
ExR2,FB4L,3
ExR2,LAL111,3
LAL185,FB4P_a,3
SIP054,FB8F_a,3
FS3_d,FB6O,3
FS3_c,IB042,3
PFNp_d,FB1B,3
ER2_b,ER3d_d,3
SLP397,FB7A,3
vDeltaA_a,PFNd,3
FS3_d,CB4156,3
AOTU029,FB2K,3
PFNp_d,FR1,3
PFNp_d,FB4G,3
PS053,FB6M,3
hDeltaB,FB2K,3
SMP186,FS3_d,3
FB2H_b,FB2M_b,3
SLP068,FB8G,3
FS3_d,DNES1,3
FS4B,FB2I_a,3
LPT31,LNO2,3
FS4B,FB8F_b,3
FB7A,SLP372,3
FB7A,LHAD1d1,3
FB7A,SLP347,3
FB5J,FB5Z,3
ER6,ER3a_a,3
FB7C,FB8F_a,3
FC2C,FB7H,3
PLP161,FB4E_a,3
FS1A_a,SMP007,3
SMP081,FB5X,3
SMP081,FB4E_a,3
SMP081,FB1H,3
SMP505,FS4B,3
SMP505,SAF,3
SMP143,FB6S,3
OA-VPM3,PEN_b(PEN2),3
EL,CRE066,3
5-HTPMPD01,FB5C,3
LAL129,FB1C,3
SLP074,FS3_b,3
FB4L,FB4F_b,3
FB4L,FB2K,3
FB4L,WED077,3
FB4L,FB4I,3
FB4L,LNO2,3
PFL3,SMP013,3
FB4H,FB4M,3
PS046,IbSpsP,3
EL,FS2,3
PFL2,hDeltaJ,3
SMP338,FB7B,3
FB4F_a,CRE004,3
PFR_a,LAL147_c,3
SMP114,FB4K,3
LAL013,ER3a_b,3
EPG,FB5V_a,3
SLP457,FB8H,3
PPL105,FS1B_b,3
EPG,hDeltaH,3
CRE013,FB4M,3
FB6M,FB7F,3
SMP238,FS3_d,3
SLP470,FB7I,3
SMP192,FB2A,3
EPG,FB3A,3
PFL2,FB3D,3
PFL2,vDeltaK,3
CRE012,FB4G,3
MBON17-like,FB2H_b,3
FB5H,FS3_c,3
FB5H,SIP030,3
FB5H,SMP088,3
FB5H,FB4N,3
FB5H,SMP374,3
FB5H,FB4H,3
FB5H,SMP352,3
FB5H,FC1C_b,3
FB5H,SMP453,3
FB5H,CB1841,3
FB5H,FB5V_c,3
FB5H,SMP405,3
FB5H,hDeltaL,3
FB5H,SMP082,3
FB5H,SIP070,3
EPG,FB5V_c,3
SMP007,FS1B_a,3
IB010,FB2I_a,3
FB6F,OA-VPM3,3
FB6E,FB7K,3
FB6E,FB7C,3
SMP153_a,FC1C_b,3
SMP153_a,FC1E,3
SMP153_a,FS1A_a,3
SMP151,FB5Z,3
SMP504,FB8F_a,3
SMP504,FB6U,3
hDeltaH,FB5B,3
hDeltaH,FB4P_a,3
FB6O,FB6C_a,3
FB6O,FB6M,3
FB6O,FB5G_b,3
FB6O,FC3_a,3
ExR8,EPG,3
ExR8,LAL145,3
ExR8,LAL165,3
ExR8,AN07B035,3
ExR8,CB0675,3
FB6W,FS1A_a,3
FB6W,CRE025,3
FB4G,SMP471,3
FB4G,PFGs,3
FB4G,PLP162,3
FB4G,CRE044,3
FB4G,FB4A_a,3
FB4G,vDeltaI_b,3
PFNa,FS1B_a,3
FB3A,hDeltaH,3
FB3A,FB2D,3
FB3A,FB4J,3
FB3A,FS4C,3
FB3A,FS1A_a,3
FB3A,FB2A,3
ExR2,FB4M,3
ExR2,EPGt,3
ER6,CRE067,3
SMP384,FB4F_c,3
SMP384,FB4Q_a,3
SMP384,FB1G,3
FB3A,FC2B,3
PPL203,FB7A,3
LNOa,LNO1,3
SLP374,FB9A,3
FB6C_b,CB2592,3
FB7K,FS3_c,3
SMP178,FB7L,3
M_lv2PN9t49_a,PFL1,3
AN27X013,vDeltaC,3
AN27X013,PFNd,3
FB4Y,FB6N,3
FB4Y,FR2,3
FB4Y,FB2B_a,3
FB4Y,FB5G_a,3
FB4Y,FC1D,3
ER3d_d,ExR5,3
ExR8,GNG580,3
LT51,LCNOp,3
PFL2,Delta7,3
PFL2,CB2066,3
PFL2,LAL023,3
FB4C,FB2D,3
LAL156_b,ER1_c,3
LAL156_b,FB6M,3
LAL156_b,FB4L,3
LAL114,PFL3,3
LAL010,FB4F_c,3
LAL010,FB5V_c,3
LAL010,PFL2,3
EPG,LAL121,3
AVLP477,FB4G,3
AVLP477,FB5V_c,3
AVLP477,FB4F_a,3
PFL1,FB4B,3
PFL1,FC2C,3
PFL1,CRE069,3
PFL1,PFNp_c,3
MBON12,FB4O,3
SMP048,FB4L,3
FB6I,FB8I,3
SMP234,FS3_d,3
GNG104,FB5A,3
SMP385,FB4K,3
SMP142,FB5H,3
SMP142,FB3C,3
SMP142,FS1A_a,3
SMP142,FB6R,3
SMP142,FC1E,3
SMP183,FC1D,3
SMP175,FB4E_b,3
SMP471,FB4I,3
CRE074,FB2A,3
CRE042,FB2F_d,3
CRE042,FB4F_c,3
CRE042,ExR7,3
LHPV5e1,FB1G,3
LHPV5e1,FB6C_b,3
LHPV5e1,FB2A,3
FB5A,CRE041,3
FB5A,CRE039,3
FB5A,FC1D,3
FB5A,FB5D,3
FB5A,PAM08,3
FB5A,FB4E_b,3
ExR3,SMP254,3
ExR3,WED092,3
ExR3,SMP186,3
ExR3,ATL041,3
ExR3,PFR_b,3
ExR3,FB2G_b,3
ExR3,FB4N,3
ExR3,FB6Z,3
ExR3,FB5C,3
ExR3,LAL085,3
ExR3,WED143_d,3
ExR3,FB7I,3
ExR3,FB5Z,3
ExR3,FS1A_c,3
ExR3,SMP452,3
ExR3,hDeltaJ,3
ExR3,PS005_e,3
LHPV5l1,FB7E,3
LHPV5l1,FS4C,3
EPG,FB8H,3
LHAV3m1,FB8F_b,3
PRW060,FB7A,3
FB4K,FB4H,3
FB4K,FB5W_a,3
ExR4,LAL056,3
PFL2,FC2A,3
SMP254,FB5O,3
pC1x_a,FB5N,3
SMP145,FC1C_b,3
SMP145,FB2K,3
SMP145,FS1A_b,3
SMP048,FS1A_c,3
LHAD1b2_d,FB2I_a,3
FB1H,SMP178,3
FB1H,CRE059,3
FB1H,CRE103,3
FB1H,SIP070,3
FB1H,EL,3
FB1H,EPGt,3
FB1H,FB4Z_c,3
FB1H,PAM01,3
FB1H,SMP006,3
FB6H,FB8F_b,3
FB6H,FS1A_c,3
FB6H,CRE027,3
FB6H,SMP504,3
FB6H,SMP181,3
VES054,FB5A,3
SMP374,FB5Q,3
CRE023,FB5M,3
SIP102m,FB4M,3
DNpe037,IbSpsP,3
FB4Y,FS3_a,3
FB4X,FB4Z_a,3
LAL119,FB4Y,3
SMP457,FB5C,3
SMP457,FC1A,3
LAL196,LPsP,3
CRE083,FB4O,3
FB6A_b,FB7H,3
FB6A_b,hDeltaJ,3
FB6A_b,FS1B_b,3
FB6A_b,CB1895,3
PPL105,FS1B_a,3
LAL169,FB5V_c,3
CSD,FB7L,3
FB1C,FS1A_a,3
SMP503,FB5W_a,3
SMP503,FB4K,3
SMP503,FB4P_a,3
FB4K,FB5J,3
SMP386,FB7E,3
SMP386,FB5Q,3
