pre,post,male_syn,female_syn,male_share,female_share,log2_ratio,pre_dimorphic,post_dimorphic
PEN_a(PEN1),EPG,14398,13486,0.0701,0.0797,-0.19,False,False
ER4m,EL,4052,3669,0.0542,0.0473,0.19,False,False
FB2D,FC1F,2248,2296,0.2336,0.2046,0.19,False,True
PEN_b(PEN2),ER2_c,1579,1159,0.0436,0.0382,0.19,False,False
hDeltaC,vDeltaD,1262,1037,0.0874,0.0767,0.19,False,False
FB7I,FS2,1056,1086,0.0366,0.0418,-0.19,False,False
hDeltaB,hDeltaH,1010,783,0.0346,0.0304,0.19,True,False
MBON21,FB4R,756,516,0.1119,0.1278,-0.19,False,True
FB2B_b,FC1E,682,805,0.0721,0.0824,-0.19,False,True
FB4O,FC2A,633,630,0.0197,0.0173,0.19,True,False
ExR6,ExR2,628,547,0.0568,0.0646,-0.19,False,False
ExR1,ER4d,546,531,0.0096,0.0109,-0.19,False,False
FC1D,FC1E,531,480,0.0561,0.0491,0.19,True,True
TuBu03,ExR1,530,327,0.0097,0.0085,0.19,False,False
PFR_a,FB4P_b,517,1511,0.1129,0.1288,-0.19,False,True
FS2,SMP457,509,366,0.0842,0.0957,-0.19,False,False
ExR5,TuBu01,465,139,0.0706,0.0618,0.19,False,False
FB2B_b,FC1D,440,424,0.0383,0.0436,-0.19,False,True
FB6V,FR1,372,473,0.0129,0.0148,-0.19,False,False
ExR4,EL,355,421,0.0047,0.0054,-0.19,False,False
FB1J,vDeltaB,349,433,0.0353,0.0309,0.19,False,False
ER6,ExR8,318,409,0.0557,0.0637,-0.19,False,False
FB1G,FC1A,313,254,0.0287,0.0252,0.19,False,True
hDeltaF,FB6P,262,306,0.0971,0.085,0.19,False,False
PFNp_d,FC2A,248,322,0.0077,0.0088,-0.19,False,False
FB8H,FS3,20,910,0.0284,0.0324,-0.19,False,False
PFL1,LAL048,3015,1213,0.4234,0.3745,0.18,False,False
IbSpsP,PFNp_a,1308,1233,0.0985,0.1115,-0.18,False,False
FB7I,hDeltaE,919,572,0.0302,0.0267,0.18,False,False
PFNp_b,vDeltaG,782,534,0.0583,0.0514,0.18,False,False
PFNp_c,FC2B,561,933,0.0132,0.0151,-0.18,False,False
FB8H,FB8C,521,604,0.1079,0.1223,-0.18,False,False
FB6D,PFGs,512,518,0.0156,0.0138,0.18,False,False
FB7A,FB1I,508,436,0.1504,0.1324,0.18,False,False
hDeltaJ,hDeltaJ,440,356,0.0116,0.0132,-0.18,True,True
LAL145,LCNOpm,430,194,0.0245,0.0217,0.18,False,False
FB2B_a,FB2A,421,360,0.042,0.0475,-0.18,False,False
vDeltaC,FB6B,249,479,0.0868,0.0982,-0.18,False,True
FB5T,FB5R,160,373,0.0518,0.0457,0.18,True,False
ER3a_a,ER3a_a,5138,2627,0.3427,0.305,0.17,False,False
hDeltaI,PFL3,3468,3214,0.057,0.0508,0.17,True,False
hDeltaB,FR1,3168,3962,0.1102,0.1239,-0.17,True,False
ER1_b,PEN_a(PEN1),2174,1474,0.0502,0.0447,0.17,False,False
PFNp_a,PFNp_a,1970,1461,0.1484,0.1321,0.17,False,False
FC1E,FB2D,1789,1460,0.0956,0.085,0.17,True,False
EPG,ExR7,1389,2338,0.2023,0.2276,-0.17,False,False
FB5K,vDeltaH,976,1501,0.1525,0.1358,0.17,False,False
hDeltaF,PFGs,726,738,0.0221,0.0196,0.17,False,False
ER3a_b,ER3a_d,718,735,0.1553,0.1747,-0.17,False,False
FB4X,hDeltaM,712,493,0.0281,0.0249,0.17,False,True
PEN_b(PEN2),ExR7,677,1137,0.0986,0.1107,-0.17,False,False
vDeltaG,FB4Y,635,645,0.027,0.0304,-0.17,False,False
FB2I_a,FS4C,630,618,0.0948,0.1064,-0.17,False,False
FB5O,hDeltaH,480,478,0.0164,0.0185,-0.17,True,False
FB4K,vDeltaL,470,388,0.0381,0.0338,0.17,False,False
FB5A,hDeltaL,469,424,0.0128,0.0144,-0.17,False,True
hDeltaD,vDeltaC,429,542,0.0297,0.0335,-0.17,False,False
PFNa,PFL1,411,414,0.0257,0.0228,0.17,False,False
hDeltaL,FB6K,372,426,0.0683,0.077,-0.17,True,False
FB4N,PFL3,357,417,0.0059,0.0066,-0.17,False,False
FB7L,FB7J,306,357,0.0515,0.0459,0.17,False,False
FB5Q,FC2B,269,350,0.0063,0.0056,0.17,False,False
EPG,ExR6,10169,6870,0.4883,0.5454,-0.16,False,False
hDeltaB,hDeltaJ,4232,3365,0.1114,0.1243,-0.16,True,True
ER2_c,EL,3691,4278,0.0494,0.0552,-0.16,False,False
PFNp_c,PFNp_b,2847,2461,0.1096,0.122,-0.16,False,False
PFR_b,LAL002,2699,993,0.4767,0.4275,0.16,False,False
FB6C_a,hDeltaF,1551,877,0.0432,0.0388,0.16,False,False
PFNm_a,PFNp_b,1479,1281,0.0569,0.0635,-0.16,False,False
FB7L,hDeltaE,1366,865,0.045,0.0403,0.16,False,False
FB6O,vDeltaD,1113,935,0.0771,0.0691,0.16,False,False
FB7G,hDeltaL,793,569,0.0216,0.0193,0.16,False,True
hDeltaG,vDeltaE,653,771,0.0448,0.0402,0.16,False,False
PFR_a,PFR_b,579,727,0.0224,0.0249,-0.16,False,False
FB8G,FS2,544,548,0.0188,0.0211,-0.16,False,False
hDeltaF,FB7I,535,442,0.0696,0.0622,0.16,False,False
FB9B_d,hDeltaD,506,392,0.0238,0.0213,0.16,False,False
ExR5,ER4d,395,300,0.0069,0.0062,0.16,False,False
vDeltaC,PFGs,372,477,0.0113,0.0127,-0.16,False,False
PFNp_a,FC2A,296,374,0.0092,0.0103,-0.16,False,False
FC2B,FC2B,253,413,0.006,0.0067,-0.16,False,False
vDeltaD,FB6B,221,336,0.0771,0.0689,0.16,False,True
ER3a_a,ER3m,5191,3518,0.2299,0.2073,0.15,False,False
hDeltaJ,FC2A,3062,3841,0.0952,0.1055,-0.15,True,False
vDeltaD,hDeltaL,2858,2551,0.0777,0.0864,-0.15,False,True
ER3d_d,ExR1,1834,1433,0.0335,0.037,-0.15,False,False
FC1B,FB2B_a,1696,1564,0.1773,0.1962,-0.15,True,False
hDeltaB,FS2,1413,1413,0.0489,0.0543,-0.15,True,False
TuBu08,ER4d,1305,1000,0.0229,0.0206,0.15,False,False
PFL3,LAL141,1197,694,0.1235,0.1369,-0.15,False,False
FB5AA,hDeltaG,937,685,0.0323,0.0291,0.15,False,False
ER6,EL,905,843,0.0121,0.0109,0.15,False,False
PEG,ExR6,772,420,0.0371,0.0333,0.15,False,False
hDeltaE,FB7B,736,653,0.1424,0.1575,-0.15,False,False
hDeltaH,FB5R,676,1983,0.219,0.243,-0.15,False,False
FB1G,vDeltaA_a,644,741,0.0416,0.0462,-0.15,False,False
PFNp_b,vDeltaH,619,1188,0.0967,0.1075,-0.15,False,False
FB6D,hDeltaK,549,506,0.0205,0.0185,0.15,False,False
FB5I,hDeltaJ,532,422,0.014,0.0156,-0.15,False,True
FC1D,FB2K,502,411,0.0666,0.074,-0.15,True,False
PFNp_e,vDeltaK,441,498,0.0267,0.0295,-0.15,False,False
FB2G_a,hDeltaM,403,284,0.0159,0.0144,0.15,False,True
EPG,PEN_a(PEN1),6100,5128,0.1409,0.1554,-0.14,False,False
ER3m,ER3a_a,3119,1979,0.208,0.2298,-0.14,False,False
FB4G,vDeltaM,1977,1492,0.1442,0.1308,0.14,False,False
ER3d_d,EPG,1799,1639,0.0088,0.0097,-0.14,False,False
vDeltaG,hDeltaH,1789,1437,0.0613,0.0557,0.14,False,False
FB5AB,hDeltaC,1751,1082,0.0396,0.036,0.14,False,False
hDeltaC,FB5I,1686,1657,0.2249,0.2039,0.14,False,False
ExR4,EPG,1660,1512,0.0081,0.0089,-0.14,False,False
PFL2,DNa03,1571,808,0.0451,0.0498,-0.14,False,False
FB2B_a,FC1B,1269,1310,0.0891,0.0979,-0.14,False,True
FB1G,FC2C,891,848,0.0187,0.0206,-0.14,False,False
hDeltaL,vDeltaD,844,715,0.0584,0.0529,0.14,True,False
hDeltaL,FB7J,800,1151,0.1347,0.148,-0.14,True,False
hDeltaC,vDeltaC,701,711,0.0485,0.0439,0.14,False,False
vDeltaB,FB1I,668,590,0.1978,0.1791,0.14,False,False
ER3a_c,EPG,656,595,0.0032,0.0035,-0.14,False,False
hDeltaJ,PFR_a,584,617,0.0137,0.0152,-0.14,True,False
FB7A,FC2C,517,493,0.0109,0.012,-0.14,False,False
PFNp_e,PFNp_d,489,423,0.1086,0.0984,0.14,False,False
FB6G,vDeltaC,474,480,0.0328,0.0297,0.14,False,False
LAL124,LNO2,352,226,0.0183,0.0201,-0.14,False,False
LPsP,EPGt,342,257,0.1151,0.1043,0.14,False,False
FS2,FB7J,284,409,0.0478,0.0526,-0.14,False,False
FB4Q_a,FB4P_b,148,345,0.0323,0.0294,0.14,True,True
IbSpsP,PFNa,3101,3120,0.0798,0.0872,-0.13,False,False
PFNa,FC1F,2604,2774,0.2705,0.2472,0.13,False,True
hDeltaA,PFL2,1447,1380,0.0453,0.0414,0.13,True,False
PEN_b(PEN2),ExR8,1305,1612,0.2287,0.2509,-0.13,False,False
FB5Q,PFL3,1300,1480,0.0214,0.0234,-0.13,False,False
PEN_a(PEN1),ExR6,1246,689,0.0598,0.0547,0.13,False,False
FB2E,FB2I_a,1090,1087,0.096,0.0878,0.13,True,False
FB5I,vDeltaF,1065,605,0.072,0.0658,0.13,False,False
FB5Z,hDeltaG,996,740,0.0344,0.0314,0.13,True,False
FB6G,hDeltaL,857,753,0.0233,0.0255,-0.13,False,True
FR1,MBON30,809,695,0.0414,0.0379,0.13,False,False
FB1G,FC1F,797,852,0.0828,0.0759,0.13,False,True
FB6W,FC2B,787,1048,0.0186,0.0169,0.13,True,False
FB4P_a,FR1,776,789,0.027,0.0247,0.13,True,False
ExR1,ER3m,743,612,0.0329,0.0361,-0.13,False,False
FB5S,hDeltaH,634,510,0.0217,0.0198,0.13,False,False
vDeltaG,FC2A,631,652,0.0196,0.0179,0.13,False,False
PFL2,LAL127,573,337,0.0551,0.0603,-0.13,False,False
PFL3,DNa03,468,239,0.0134,0.0147,-0.13,False,False
SLP414,FS4A,439,397,0.0312,0.0285,0.13,False,False
FB6I,FC2C,412,325,0.0087,0.0079,0.13,False,False
FB2F_a,vDeltaF,395,268,0.0267,0.0292,-0.13,True,False
FB6W,FS2,382,376,0.0132,0.0145,-0.13,True,False
vDeltaA_a,FS4B,370,560,0.0722,0.066,0.13,False,False
FB2D,FB1G,364,265,0.0507,0.0463,0.13,False,False
PFNm_b,vDeltaA_b,349,405,0.0591,0.0541,0.13,False,False
FB6Y,FC2C,316,299,0.0066,0.0073,-0.13,False,False
PFNd,hDeltaB,20165,16057,0.4297,0.3952,0.12,False,True
PEG,ExR4,6377,4171,0.3107,0.3383,-0.12,False,False
FB5A,FC2C,4190,3332,0.0882,0.081,0.12,False,False
PFL3,LAL121,2671,1882,0.3679,0.3395,0.12,False,False
hDeltaJ,FB4X,2571,2221,0.2911,0.2682,0.12,True,False
PFL3,AOTU042,2287,935,0.0543,0.0591,-0.12,False,True
FB3C,FS2,947,786,0.0328,0.0302,0.12,False,False
FS4A,SMP505,945,757,0.103,0.1117,-0.12,False,False
FB6M,ExR3,814,842,0.0542,0.0499,0.12,False,False
FB5A,PFL2,757,728,0.0237,0.0218,0.12,False,False
vDeltaL,FB4H,621,641,0.1028,0.0948,0.12,False,False
FB1A,vDeltaC,441,538,0.0305,0.0332,-0.12,False,False
FB4Q_a,PFL3,437,495,0.0072,0.0078,-0.12,True,False
FC1B,FB2I_a,389,389,0.0343,0.0314,0.12,True,False
FB6V,FC2B,367,584,0.0087,0.0094,-0.12,False,False
FB2I_b,FC1A,357,303,0.0328,0.03,0.12,False,True
hDeltaI,PFGs,352,371,0.0107,0.0099,0.12,True,False
FB1D,FS4A,345,314,0.0245,0.0226,0.12,False,False
FB6E,FB6E,325,406,0.0832,0.0907,-0.12,False,False
FB1E_a,vDeltaB,318,414,0.0322,0.0296,0.12,False,False
ER4m,ER4m,14580,7789,0.5206,0.4829,0.11,False,False
ExR1,ER5,5624,4235,0.2187,0.2365,-0.11,False,False
PFNa,FC1B,4151,4198,0.2914,0.3136,-0.11,False,True
hDeltaB,hDeltaI,3575,3141,0.0967,0.1046,-0.11,True,True
PEN_b(PEN2),EL,3365,3760,0.045,0.0485,-0.11,False,False
FB8G,hDeltaE,3349,2191,0.1102,0.1022,0.11,False,False
hDeltaG,FC2C,1460,1174,0.0307,0.0285,0.11,False,False
PFNa,FB2D,1306,1295,0.0698,0.0754,-0.11,False,False
vDeltaA_a,FS4A,1194,1271,0.0847,0.0913,-0.11,False,False
FB6E,vDeltaC,919,1113,0.0636,0.0688,-0.11,False,False
FB4X,hDeltaH,751,616,0.0257,0.0239,0.11,False,False
FB5AB,FB4Y,660,552,0.028,0.026,0.11,False,False
ER3a_b,ER3a_c,571,462,0.1325,0.1425,-0.11,False,False
FC1D,FB2B_a,551,495,0.0576,0.0621,-0.11,True,False
ExR3,ER3d_a,542,684,0.0505,0.0468,0.11,False,False
FB5E,hDeltaH,539,514,0.0185,0.0199,-0.11,True,False
PFR_b,CRE048,519,365,0.0625,0.0676,-0.11,False,False
PFL1,AOTU037,507,133,0.1142,0.1058,0.11,False,True
hDeltaF,hDeltaF,468,319,0.013,0.0141,-0.11,False,False
FB5E,FC2A,427,521,0.0133,0.0143,-0.11,True,False
hDeltaC,FB5AA,370,365,0.0759,0.082,-0.11,False,False
vDeltaG,PFR_b,359,375,0.0139,0.0129,0.11,False,False
PEN_a(PEN1),FB1C,344,247,0.0259,0.028,-0.11,False,False
FC2B,FB5F,300,251,0.0853,0.0788,0.11,False,False
PFR_a,FB4F_a,161,445,0.0299,0.0323,-0.11,False,False
PFNm_a,FS3,12,519,0.0171,0.0185,-0.11,False,False
ER2_c,ER2_c,15739,14180,0.4349,0.4668,-0.1,False,False
ER3m,ER3m,10798,8698,0.4782,0.5126,-0.1,False,False
FB4B,hDeltaB,5373,4978,0.1145,0.1225,-0.1,False,True
FC2B,FB5A,2810,2364,0.1156,0.1239,-0.1,False,False
LNO2,LNO1,1564,979,0.1427,0.1534,-0.1,False,False
hDeltaD,FB8C,1382,1315,0.2862,0.2662,0.1,False,False
PFL3,LAL126,1321,558,0.0925,0.0989,-0.1,False,True
FB7J,hDeltaE,1237,816,0.0407,0.038,0.1,False,False
FB6E,vDeltaD,1169,1174,0.081,0.0868,-0.1,False,False
hDeltaI,FB4P_a,988,1130,0.1175,0.1097,0.1,True,True
ExR5,FB4Y,954,804,0.0405,0.0378,0.1,False,False
FB5A,hDeltaH,906,747,0.031,0.029,0.1,False,False
LCNOp,PFNp_d,844,751,0.1874,0.1747,0.1,False,False
vDeltaE,hDeltaL,829,623,0.0225,0.0211,0.1,False,True
FB2D,hDeltaJ,746,495,0.0196,0.0183,0.1,False,True
FB2F_a,FC2A,744,785,0.0231,0.0216,0.1,True,False
vDeltaK,PFL2,679,659,0.0212,0.0198,0.1,False,False
hDeltaD,FB7G,483,357,0.0993,0.1062,-0.1,False,False
FC2C,FS4C,389,318,0.0585,0.0548,0.1,False,False
FB7I,FC2B,364,570,0.0086,0.0092,-0.1,False,False
vDeltaC,FB6U,346,362,0.0483,0.0518,-0.1,False,False
FB2B_b,FB2I_a,303,309,0.0267,0.025,0.1,False,False
ER5,ER5,15478,10111,0.602,0.5647,0.09,False,False
vDeltaA_a,hDeltaD,3285,3035,0.1545,0.1648,-0.09,False,False
FB5A,FC2A,1954,2076,0.0608,0.057,0.09,False,False
vDeltaF,hDeltaH,1464,1219,0.0501,0.0473,0.09,False,False
hDeltaJ,FB5I,1370,1392,0.1828,0.1713,0.09,True,False
ER3p_b,ER3p_b,1219,1718,0.2738,0.291,-0.09,False,False
PFNp_e,PFNp_a,952,747,0.0717,0.0676,0.09,False,False
FB7C,hDeltaE,869,577,0.0286,0.0269,0.09,False,False
FB4J,hDeltaI,758,579,0.0205,0.0193,0.09,False,True
FB5A,hDeltaC,692,441,0.0157,0.0147,0.09,False,False
FB8E,vDeltaA_a,641,707,0.0414,0.0441,-0.09,False,False
hDeltaI,FB5D,639,446,0.0916,0.0858,0.09,True,True
FB6G,hDeltaC,597,434,0.0135,0.0144,-0.09,False,False
FB4N,FC2A,579,698,0.018,0.0192,-0.09,False,False
hDeltaF,FB6U,546,566,0.0762,0.0809,-0.09,False,False
vDeltaM,FB4H,517,616,0.0856,0.0911,-0.09,False,False
FB6V,FS2,502,426,0.0174,0.0164,0.09,False,False
hDeltaE,hDeltaE,498,331,0.0164,0.0154,0.09,False,False
FB1H,PFNv,434,394,0.021,0.0197,0.09,True,False
ER4m,ER4d,429,389,0.0075,0.008,-0.09,False,False
hDeltaH,PFL2,427,474,0.0134,0.0142,-0.09,False,False
FR2,SMP448,376,192,0.0773,0.0823,-0.09,False,False
ExR7,LAL002,373,144,0.0659,0.062,0.09,False,False
ER3d_d,ExR3,318,337,0.0212,0.02,0.09,False,False
FR2,PPL107,222,330,0.0167,0.0177,-0.09,False,False
hDeltaA,FB5R,151,375,0.0489,0.046,0.09,True,False
FB1A,FS3,8,300,0.0114,0.0107,0.09,False,False
ER2_c,EPG,14590,12671,0.071,0.0749,-0.08,False,False
ER5,EL,10073,10997,0.1347,0.1419,-0.08,False,False
PEN_b(PEN2),EPG,9671,8417,0.0471,0.0497,-0.08,False,False
ER3m,EPG,4085,3569,0.0199,0.0211,-0.08,False,False
hDeltaA,PFR_a,2195,2221,0.0517,0.0547,-0.08,True,False
FB4P_a,hDeltaA,1508,1262,0.0299,0.0318,-0.08,True,True
FB7L,FC2C,1164,951,0.0245,0.0231,0.08,False,False
EPG,FB4Y,1094,934,0.0465,0.044,0.08,False,False
FB2B_a,FC1F,844,933,0.0877,0.0831,0.08,False,True
ExR5,ExR2,793,576,0.0717,0.068,0.08,False,False
FB5A,hDeltaG,759,651,0.0262,0.0276,-0.08,False,False
FB7E,FB7J,723,893,0.1217,0.1148,0.08,False,False
SMP048,IbSpsP,678,568,0.0401,0.0381,0.08,False,False
OA-VPM3,hDeltaB,646,591,0.0138,0.0145,-0.08,False,True
PFNp_c,FC2C,503,413,0.0106,0.01,0.08,False,False
PFNp_c,vDeltaE,497,692,0.0341,0.036,-0.08,False,False
FB5AA,FC2B,481,665,0.0114,0.0107,0.08,False,False
FB2H_a,FB2F_a,406,372,0.0602,0.0636,-0.08,False,True
FC1A,FB2B_b,368,317,0.0574,0.0542,0.08,True,False
hDeltaF,FB6K,364,351,0.0668,0.0634,0.08,False,False
vDeltaA_b,FB1J,363,283,0.1247,0.1178,0.08,False,False
ExR5,AOTU046,342,181,0.0291,0.0275,0.08,False,False
PEN_a(PEN1),EL,4799,5212,0.0642,0.0673,-0.07,False,False
EPG,ER6,4580,1745,0.3659,0.3498,0.07,False,False
hDeltaH,PFL3,1448,1434,0.0238,0.0227,0.07,False,False
PEN_a(PEN1),ER1_b,1389,934,0.122,0.1163,0.07,False,False
PFNa,hDeltaJ,1368,931,0.036,0.0344,0.07,False,True
FB7G,FS2,715,612,0.0248,0.0235,0.07,False,False
EPG,PFGs,703,764,0.0214,0.0203,0.07,False,False
hDeltaF,vDeltaC,678,798,0.0469,0.0493,-0.07,False,False
FC1A,FC1E,666,657,0.0704,0.0673,0.07,True,True
FB4N,FC2B,661,1017,0.0156,0.0164,-0.07,False,False
FR1,FB4C,627,608,0.0528,0.0554,-0.07,False,False
FC1B,FC1E,508,551,0.0537,0.0564,-0.07,True,True
PEN_b(PEN2),ExR4,456,288,0.0222,0.0234,-0.07,False,False
FB4I,vDeltaK,432,421,0.0261,0.0249,0.07,False,False
FB8I,hDeltaF,404,243,0.0113,0.0107,0.07,False,False
FB6W,FR1,362,383,0.0126,0.012,0.07,True,False
FB6M,SMP374,331,111,0.0561,0.0588,-0.07,False,False
FB4O,PFL2,298,326,0.0093,0.0098,-0.07,True,False
FB7G,FS3,13,496,0.0185,0.0176,0.07,False,False
EPG,Delta7,19896,17286,0.3848,0.3702,0.06,False,False
ER3p_a,EPG,8924,7053,0.0434,0.0417,0.06,False,False
hDeltaB,PFR_b,5787,6812,0.2237,0.2337,-0.06,True,False
LCNOpm,PFNp_b,5517,4094,0.2123,0.203,0.06,False,False
FB2I_a,FB2I_a,4554,4765,0.4012,0.3849,0.06,False,False
hDeltaA,PFL3,3881,3864,0.0638,0.0611,0.06,True,False
LPsP,EPG,3870,3333,0.0188,0.0197,-0.06,False,False
PFNa,FC1A,2914,2810,0.2674,0.2786,-0.06,False,True
FB5I,hDeltaC,2654,1887,0.06,0.0627,-0.06,False,False
vDeltaL,hDeltaA,2406,1823,0.0478,0.0459,0.06,False,True
FB6D,hDeltaF,2047,1241,0.057,0.0548,0.06,False,False
FB6K,hDeltaG,1570,1333,0.0542,0.0566,-0.06,False,False
FB8C,hDeltaD,1540,1389,0.0724,0.0754,-0.06,False,False
FB4G,vDeltaL,1221,1183,0.0989,0.103,-0.06,False,False
SAF,vDeltaA_a,1153,1245,0.0745,0.0776,-0.06,False,False
FB4H,vDeltaL,1116,999,0.0904,0.087,0.06,False,False
ExR4,ExR7,1058,1653,0.1541,0.1609,-0.06,False,False
EPG,IbSpsP,771,712,0.0457,0.0477,-0.06,False,False
FB2F_b,hDeltaJ,695,474,0.0183,0.0175,0.06,True,True
FC2B,oviIN,631,435,0.0116,0.0121,-0.06,False,True
FB1G,FS4A,629,595,0.0446,0.0427,0.06,False,False
FB7E,hDeltaE,565,383,0.0186,0.0179,0.06,False,False
FB8F_a,hDeltaD,539,447,0.0254,0.0243,0.06,False,False
FB6P,FB5AB,523,374,0.0427,0.041,0.06,False,False
hDeltaL,vDeltaC,474,553,0.0328,0.0342,-0.06,True,False
hDeltaC,hDeltaC,355,252,0.008,0.0084,-0.06,False,False
FC1F,FC1E,322,346,0.034,0.0354,-0.06,True,True
FB8C,FB8G,316,349,0.0533,0.0558,-0.06,False,False
vDeltaK,hDeltaA,3168,2585,0.0629,0.065,-0.05,False,True
hDeltaG,FB5S,1796,1642,0.21,0.2025,0.05,False,False
hDeltaA,hDeltaI,1388,1170,0.0376,0.039,-0.05,True,True
FB6N,vDeltaE,1173,1594,0.0804,0.083,-0.05,False,False
FB4F_b,hDeltaA,854,652,0.017,0.0164,0.05,False,True
FS2,FS2,753,655,0.0261,0.0252,0.05,False,False
FC2A,FC2A,491,537,0.0153,0.0147,0.05,False,False
PFNp_e,PFL3,451,484,0.0074,0.0077,-0.05,False,False
hDeltaE,FS4C,409,371,0.0615,0.0639,-0.05,False,False
FB6U,hDeltaG,398,334,0.0137,0.0142,-0.05,False,False
PFNp_c,vDeltaD,386,374,0.0267,0.0277,-0.05,False,False
FB7A,FB7H,362,426,0.1177,0.122,-0.05,False,False
FB6X,hDeltaL,324,251,0.0088,0.0085,0.05,True,True
ER4d,ExR2,317,251,0.0286,0.0296,-0.05,False,False
AOTU046,ER2_c,308,250,0.0085,0.0082,0.05,False,False
Delta7,Delta7,26539,24615,0.5133,0.5272,-0.04,False,False
EPG,EL,9155,9762,0.1224,0.126,-0.04,False,False
hDeltaB,PFR_a,6717,6260,0.1581,0.1543,0.04,True,False
ExR6,EPG,6236,5296,0.0303,0.0313,-0.04,False,False
ExR1,EL,4754,4786,0.0636,0.0618,0.04,False,False
hDeltaB,vDeltaM,4009,3428,0.2924,0.3004,-0.04,True,False
PFNd,PFR_a,3430,3182,0.0807,0.0784,0.04,False,False
hDeltaM,PFL3,2428,2463,0.0399,0.039,0.04,True,False
LCNOpm,PFNm_a,2056,2755,0.1825,0.1882,-0.04,False,False
hDeltaL,FS2,1885,1743,0.0653,0.067,-0.04,True,False
FB6U,hDeltaL,1880,1552,0.0511,0.0525,-0.04,False,True
PFNp_b,FC2A,1595,1760,0.0496,0.0483,0.04,False,False
FB5K,vDeltaG,1547,1236,0.1154,0.1189,-0.04,False,False
Delta7,PFGs,1443,1702,0.0439,0.0452,-0.04,False,False
IbSpsP,PFNp_c,1337,1429,0.0731,0.0713,0.04,False,False
FB5Q,FB5A,1317,1007,0.0542,0.0528,0.04,False,False
PFR_b,hDeltaH,1261,1087,0.0432,0.0421,0.04,False,False
FB5Q,hDeltaM,1256,1007,0.0497,0.051,-0.04,False,True
PFL3,LAL040,1221,907,0.0723,0.0705,0.04,False,False
hDeltaB,FB4G,1172,1360,0.1954,0.1906,0.04,True,False
PFNv,FB4M,1170,797,0.0584,0.0602,-0.04,False,False
ER3a_d,ER3m,1143,883,0.0506,0.052,-0.04,False,False
FB2I_a,FB2E,1114,1240,0.3004,0.2929,0.04,False,True
LCNOp,PFNp_e,1091,1061,0.1519,0.1567,-0.04,False,False
hDeltaL,FB6J,1061,2159,0.2137,0.2078,0.04,True,False
PFNd,FB4N,1059,965,0.0863,0.0839,0.04,False,False
FB5L,vDeltaG,984,784,0.0734,0.0754,-0.04,False,False
vDeltaK,FB4H,859,935,0.1422,0.1383,0.04,False,False
FB2F_b,hDeltaH,736,669,0.0252,0.0259,-0.04,True,False
FB5E,PFR_b,592,687,0.0229,0.0236,-0.04,True,False
FB4Q_a,PFR_a,580,539,0.0137,0.0133,0.04,True,False
PFNp_e,vDeltaL,487,465,0.0395,0.0405,-0.04,False,False
FB5Q,PFL2,472,507,0.0148,0.0152,-0.04,False,False
FB7B,vDeltaB,429,625,0.0434,0.0446,-0.04,False,False
FB7A,FB7C,398,305,0.1371,0.1334,0.04,False,False
FB5B,FB6K,354,370,0.065,0.0668,-0.04,False,False
PFNm_a,hDeltaC,319,211,0.0072,0.007,0.04,False,False
FB5H,FB5N,316,202,0.0569,0.0584,-0.04,False,False
ER4d,ER4d,39443,32961,0.692,0.6782,0.03,False,False
EPG,PEN_b(PEN2),6230,5157,0.1446,0.1415,0.03,False,False
FB2D,FC1B,3516,3363,0.2468,0.2513,-0.03,False,True
FB6C_b,hDeltaF,2989,1851,0.0832,0.0818,0.03,False,False
FB2D,FC1A,2789,2638,0.2559,0.2616,-0.03,False,True
FC2A,PFL3,2512,2666,0.0413,0.0422,-0.03,False,False
SpsP,PFNd,2384,2261,0.0489,0.0501,-0.03,False,False
hDeltaF,FC2C,2223,1971,0.0468,0.0479,-0.03,False,False
FB4N,hDeltaI,1640,1364,0.0444,0.0454,-0.03,False,True
vDeltaA_b,hDeltaE,1628,1176,0.0536,0.0548,-0.03,False,False
FB4X,FC2B,1310,1881,0.0309,0.0304,0.03,False,False
FB4C,PFR_a,1184,1110,0.0279,0.0274,0.03,False,False
FB6U,FS2,1031,946,0.0357,0.0364,-0.03,False,False
ER3p_a,ER3w_b,730,363,0.0366,0.0373,-0.03,False,False
FB1I,vDeltaB,728,1052,0.0736,0.0751,-0.03,False,False
PFNp_e,vDeltaM,707,577,0.0516,0.0506,0.03,False,False
FB8C,hDeltaE,702,486,0.0231,0.0227,0.03,False,False
FB7I,FC2C,695,614,0.0146,0.0149,-0.03,False,False
FB2B_a,FC1D,566,468,0.0493,0.0482,0.03,False,True
FB1A,FC2C,516,438,0.0109,0.0107,0.03,False,False
ER2_c,ExR5,508,453,0.0411,0.0403,0.03,False,False
ER3w_b,ER3p_a,410,290,0.0281,0.0286,-0.03,False,False
EPGt,PFNd,369,334,0.0076,0.0074,0.03,False,False
FB6Y,hDeltaL,346,283,0.0094,0.0096,-0.03,False,True
FC1A,FB2C,203,344,0.0409,0.0417,-0.03,True,False
ER4d,EPG,12335,10010,0.06,0.0591,0.02,False,False
ER2_c,ER2_a,6099,3523,0.3059,0.3013,0.02,False,False
ExR6,PEN_a(PEN1),5089,3822,0.1175,0.1158,0.02,False,False
ER3d_d,ER3d_d,4895,3483,0.3254,0.3199,0.02,False,False
EPG,ExR4,3464,2103,0.1688,0.1706,-0.02,False,False
FB4H,vDeltaK,2935,2945,0.1774,0.1745,0.02,False,False
