type_pre,type_post,total,mean_offset_deg,resultant_length,ncol_pre,ncol_post
FS3_a,vDeltaA_b,2,337.5,0.924,9,9
FS2,FC2A,2,0.0,1.0,9,9
vDeltaM,FS2,2,45.0,0.707,9,9
vDeltaA_b,vDeltaI_b,2,337.5,0.924,9,9
vDeltaA_b,PFNm_b,2,22.5,0.924,9,9
FS3_b,FC2B,2,337.5,0.924,9,9
vDeltaM,FC1C_a,2,0.0,1.0,9,9
FS3_b,vDeltaC,2,0.0,1.0,9,9
FS3_d,hDeltaG,2,157.5,0.924,9,8
FS3_d,PFL3,2,0.0,1.0,9,9
FS3_d,FS4B,2,0.0,1.0,9,9
FS3_d,vDeltaD,2,337.5,0.924,9,9
vDeltaA_a,FC1A,2,45.0,1.0,9,9
vDeltaA_a,PFNm_b,2,22.5,0.924,9,9
FS3_d,hDeltaF,2,315.0,0.966,9,6
vDeltaM,PFNd,2,315.0,0.707,9,8
FS3_b,FS1B_b,2,315.0,0.707,9,9
vDeltaL,vDeltaD,2,22.5,0.924,9,9
FS3_d,hDeltaL,2,67.5,0.131,9,12
FS1A_b,hDeltaH,2,225.0,0.0,9,8
FS1A_a,FC2A,2,270.0,0.707,9,9
PFL3,FS1A_c,2,337.5,0.924,9,9
FS1B_a,FS4B,2,0.0,1.0,9,9
vDeltaM,FC2B,2,337.5,0.924,9,9
PFL3,FS1A_a,2,337.5,0.924,9,9
PFR_a,hDeltaF,2,292.5,0.991,9,6
PFL2,FR1,2,0.0,1.0,9,9
PFR_a,FS4B,2,22.5,0.924,9,9
hDeltaH,FC1F,2,202.5,0.924,8,8
vDeltaI_a,FS1A_a,2,45.0,1.0,9,9
hDeltaH,FS4B,2,202.5,0.924,8,9
hDeltaH,PFNd,2,180.0,1.0,8,8
hDeltaA,FC3_c,2,195.0,1.0,12,9
hDeltaH,hDeltaF,2,150.0,1.0,8,6
PFL1,PFNd,2,45.0,0.707,9,8
PFL1,vDeltaI_b,2,315.0,1.0,9,9
PFL2,vDeltaG,2,0.0,1.0,9,9
PFL1,FC1D,2,22.5,0.924,9,9
FS1A_b,FS3_c,2,225.0,0.0,9,8
FC1C_b,vDeltaI_a,2,67.5,0.924,9,9
FC3_c,vDeltaM,2,337.5,0.924,9,9
vDeltaA_b,vDeltaK,2,337.5,0.924,9,9
PFNv,vDeltaM,2,0.0,1.0,9,9
FS3_c,vDeltaF,2,22.5,0.924,8,9
FC3_b,vDeltaM,1,45.0,1.0,9,9
FC2A,vDeltaD,1,0.0,1.0,9,9
vDeltaK,hDeltaG,1,0.0,1.0,9,8
vDeltaK,hDeltaL,1,330.0,1.0,9,12
FC1D,vDeltaA_a,1,0.0,1.0,9,9
hDeltaG,FR2,1,180.0,1.0,8,9
hDeltaL,hDeltaA,1,300.0,1.0,12,12
PFGs,FS1B_b,1,45.0,1.0,9,9
FS1A_a,PFR_a,1,0.0,1.0,9,9
vDeltaG,vDeltaA_a,1,0.0,1.0,9,9
vDeltaG,vDeltaB,1,0.0,1.0,9,9
vDeltaG,FR2,1,0.0,1.0,9,9
PFNm_a,FC1B,1,45.0,1.0,9,9
PFGs,FC1F,1,0.0,1.0,9,8
hDeltaG,FS4B,1,180.0,1.0,8,9
hDeltaG,vDeltaA_b,1,180.0,1.0,8,9
hDeltaG,FC1F,1,225.0,1.0,8,8
hDeltaK,FS3_b,1,135.0,1.0,12,9
FC1A,vDeltaM,1,45.0,1.0,9,9
hDeltaI,vDeltaF,1,30.0,1.0,12,9
FC3_b,hDeltaF,1,30.0,1.0,9,6
PFNa,vDeltaM,1,0.0,1.0,9,9
hDeltaL,vDeltaG,1,195.0,1.0,12,9
FS2,vDeltaJ,1,45.0,1.0,9,8
FC1A,vDeltaE,1,90.0,1.0,9,9
hDeltaA,FC1E,1,180.0,1.0,12,9
hDeltaD,hDeltaG,1,45.0,1.0,8,8
FC2B,PFNv,1,0.0,1.0,9,9
hDeltaC,vDeltaJ,1,180.0,1.0,12,8
hDeltaF,FC1B,1,105.0,1.0,6,9
hDeltaK,FR1,1,45.0,1.0,12,9
vDeltaF,FS3_b,1,315.0,1.0,9,9
vDeltaF,FC,1,0.0,1.0,9,8
vDeltaF,FC1A,1,315.0,1.0,9,9
FC2A,FS4B,1,0.0,1.0,9,9
FC1B,hDeltaK,1,330.0,1.0,9,12
hDeltaG,vDeltaK,1,180.0,1.0,8,9
hDeltaG,vDeltaB,1,180.0,1.0,8,9
FR1,hDeltaI,1,165.0,1.0,9,12
FR1,hDeltaK,1,345.0,1.0,9,12
FC3_c,vDeltaA_b,1,0.0,1.0,9,9
PFGs,FS1A_b,1,270.0,1.0,9,9
FC1B,vDeltaL,1,45.0,1.0,9,9
FR1,hDeltaL,1,345.0,1.0,9,12
vDeltaE,vDeltaA_a,1,0.0,1.0,9,9
vDeltaG,PFNa,1,0.0,1.0,9,9
PFNm_a,hDeltaI,1,330.0,1.0,9,12
FR2,FC1C_b,1,0.0,1.0,9,9
hDeltaJ,PFNm_a,1,30.0,1.0,12,9
FC1A,hDeltaK,1,0.0,1.0,9,12
FR1,vDeltaH,1,45.0,1.0,9,7
FC1D,hDeltaF,1,330.0,1.0,9,6
FC1C_b,vDeltaK,1,0.0,1.0,9,9
FC1C_a,vDeltaF,1,315.0,1.0,9,9
FC1C_a,hDeltaL,1,315.0,1.0,9,12
FC1C_a,hDeltaC,1,345.0,1.0,9,12
FS1A_a,FC1A,1,0.0,1.0,9,9
FS1A_a,FS4C,1,0.0,1.0,9,9
vDeltaG,hDeltaB,1,165.0,1.0,9,12
FC1D,hDeltaD,1,315.0,1.0,9,8
vDeltaK,FC,1,0.0,1.0,9,8
PFGs,FC1D,1,0.0,1.0,9,9
PFNm_a,FC3_a,1,0.0,1.0,9,9
PFL3,FS3_b,1,0.0,1.0,9,9
PFL3,FC1A,1,0.0,1.0,9,9
vDeltaH,FS3_d,1,334.3,1.0,7,9
vDeltaH,FR2,1,334.3,1.0,7,9
FC1D,FS3_c,1,45.0,1.0,9,8
FC1C_a,vDeltaD,1,315.0,1.0,9,9
FC1C_a,FS3_a,1,0.0,1.0,9,9
hDeltaD,hDeltaJ,1,0.0,1.0,8,12
hDeltaD,hDeltaK,1,0.0,1.0,8,12
FR1,vDeltaK,1,0.0,1.0,9,9
FR1,PFL1,1,45.0,1.0,9,9
FC1E,PFGs,1,0.0,1.0,9,9
FC1C_b,vDeltaH,1,340.7,1.0,9,7
FC1C_b,vDeltaI_b,1,0.0,1.0,9,9
FC,PFNd,1,0.0,1.0,8,8
FC,hDeltaH,1,0.0,1.0,8,8
FC,FC3_c,1,0.0,1.0,8,9
PFR_a,hDeltaD,1,0.0,1.0,9,8
hDeltaC,vDeltaM,1,150.0,1.0,12,9
hDeltaC,vDeltaL,1,150.0,1.0,12,9
PFNa,PFR_a,1,45.0,1.0,9,9
hDeltaJ,hDeltaD,1,165.0,1.0,12,8
PFNv,vDeltaJ,1,0.0,1.0,9,8
PFNv,hDeltaD,1,315.0,1.0,9,8
FS1A_a,FC3_c,1,0.0,1.0,9,9
vDeltaD,FS4B,1,45.0,1.0,9,9
FC1C_b,hDeltaF,1,285.0,1.0,9,6
FC2A,hDeltaG,1,0.0,1.0,9,8
FC2A,FS4A,1,0.0,1.0,9,9
vDeltaF,vDeltaC,1,0.0,1.0,9,9
hDeltaE,FR1,1,180.0,1.0,8,9
vDeltaG,FS3_d,1,0.0,1.0,9,9
hDeltaJ,PFNa,1,210.0,1.0,12,9
PFNm_a,FC1A,1,0.0,1.0,9,9
vDeltaD,vDeltaM,1,0.0,1.0,9,9
FS3_c,hDeltaK,1,195.0,1.0,8,12
FS3_c,FS1A_a,1,315.0,1.0,8,9
hDeltaL,PFNd,1,345.0,1.0,12,8
hDeltaL,hDeltaD,1,165.0,1.0,12,8
hDeltaL,hDeltaB,1,0.0,1.0,12,12
PFNd,vDeltaE,1,45.0,1.0,8,9
vDeltaK,FS4B,1,0.0,1.0,9,9
vDeltaC,PFNm_a,1,0.0,1.0,9,9
PFL3,vDeltaH,1,0.0,1.0,9,7
PFL3,FR2,1,0.0,1.0,9,9
PFNm_a,FC3_b,1,0.0,1.0,9,9
vDeltaJ,FC1C_b,1,0.0,1.0,8,9
FC1C_a,PFL2,1,0.0,1.0,9,9
vDeltaK,PFNa,1,0.0,1.0,9,9
vDeltaI_b,FC,1,0.0,1.0,9,8
vDeltaI_b,FC3_c,1,0.0,1.0,9,9
FC,PFR_b,1,315.0,1.0,8,9
FC,PFGs,1,315.0,1.0,8,9
FC,vDeltaF,1,45.0,1.0,8,9
FC,hDeltaI,1,165.0,1.0,8,12
FC,FS3_a,1,0.0,1.0,8,9
FC,vDeltaA_b,1,315.0,1.0,8,9
hDeltaI,PFNa,1,105.0,1.0,12,9
FC1C_b,hDeltaK,1,330.0,1.0,9,12
PFGs,FC1A,1,0.0,1.0,9,9
hDeltaE,PFL3,1,225.0,1.0,8,9
FR1,vDeltaF,1,315.0,1.0,9,9
hDeltaG,vDeltaI_b,1,180.0,1.0,8,9
PFNv,vDeltaA_b,1,0.0,1.0,9,9
FS3_a,FC1C_a,1,0.0,1.0,9,9
FC1E,vDeltaM,1,45.0,1.0,9,9
FS3_a,FS1B_a,1,315.0,1.0,9,9
FS4C,FS3_d,1,90.0,1.0,9,9
PFNd,vDeltaG,1,45.0,1.0,8,9
PFNv,hDeltaE,1,315.0,1.0,9,8
hDeltaB,PFNm_b,1,165.0,1.0,12,9
vDeltaH,hDeltaL,1,17.1,1.0,7,12
FC1C_a,FS2,1,0.0,1.0,9,9
vDeltaL,FS3_d,1,0.0,1.0,9,9
vDeltaI_b,FS4B,1,0.0,1.0,9,9
FS1B_b,FR2,1,315.0,1.0,9,9
FS1B_b,FC2A,1,315.0,1.0,9,9
vDeltaJ,FS2,1,45.0,1.0,8,9
vDeltaJ,vDeltaB,1,0.0,1.0,8,9
hDeltaK,FS1A_a,1,165.0,1.0,12,9
FS1B_a,hDeltaB,1,135.0,1.0,9,12
FS1B_a,FR1,1,0.0,1.0,9,9
hDeltaK,hDeltaA,1,180.0,1.0,12,12
hDeltaK,FS4B,1,240.0,1.0,12,9
vDeltaI_b,PFNa,1,0.0,1.0,9,9
FC1D,vDeltaD,1,315.0,1.0,9,9
FS1A_b,FR2,1,0.0,1.0,9,9
FS4C,FC2C,1,225.0,1.0,9,9
FS3_b,FC3_a,1,45.0,1.0,9,9
FS3_a,FC1A,1,0.0,1.0,9,9
hDeltaK,FS1A_b,1,195.0,1.0,12,9
hDeltaK,FS3_d,1,225.0,1.0,12,9
hDeltaK,PFR_a,1,225.0,1.0,12,9
FS1B_b,FS1A_a,1,0.0,1.0,9,9
hDeltaK,hDeltaM,1,315.0,1.0,12,8
FC2B,vDeltaB,1,90.0,1.0,9,9
FC1F,hDeltaK,1,315.0,1.0,8,12
hDeltaF,hDeltaD,1,165.0,1.0,6,8
vDeltaA_b,hDeltaC,1,150.0,1.0,9,12
FS4A,FS3_c,1,0.0,1.0,9,8
vDeltaJ,hDeltaC,1,0.0,1.0,8,12
FS1A_b,FC1A,1,315.0,1.0,9,9
PFL3,FS4B,1,315.0,1.0,9,9
FC1E,hDeltaK,1,165.0,1.0,9,12
hDeltaC,FC,1,180.0,1.0,12,8
PFL3,FC,1,0.0,1.0,9,8
FC1F,hDeltaL,1,330.0,1.0,8,12
FS3_c,FC1C_b,1,0.0,1.0,8,9
hDeltaK,PFNa,1,180.0,1.0,12,9
vDeltaL,vDeltaG,1,0.0,1.0,9,9
hDeltaM,PFNd,1,45.0,1.0,8,8
hDeltaH,hDeltaE,1,0.0,1.0,8,8
hDeltaH,FC1E,1,0.0,1.0,8,9
hDeltaM,FS3_b,1,180.0,1.0,8,9
hDeltaM,FC1A,1,180.0,1.0,8,9
PFNm_b,FS1A_a,1,0.0,1.0,9,9
vDeltaL,FS2,1,0.0,1.0,9,9
vDeltaE,PFNa,1,0.0,1.0,9,9
hDeltaM,FC1F,1,180.0,1.0,8,8
hDeltaM,hDeltaF,1,150.0,1.0,8,6
vDeltaE,FC2A,1,0.0,1.0,9,9
FC1D,PFNm_b,1,0.0,1.0,9,9
FS4C,PFGs,1,0.0,1.0,9,9
PFNm_b,FS1A_b,1,0.0,1.0,9,9
PFNm_b,vDeltaL,1,0.0,1.0,9,9
FS1B_a,FS3_a,1,315.0,1.0,9,9
FS1B_a,PFL1,1,0.0,1.0,9,9
PFNm_b,vDeltaJ,1,0.0,1.0,9,8
vDeltaI_a,FS3_b,1,45.0,1.0,9,9
FS4A,PFGs,1,0.0,1.0,9,9
hDeltaE,PFR_a,1,270.0,1.0,8,9
FC1F,hDeltaF,1,300.0,1.0,8,6
hDeltaL,hDeltaH,1,180.0,1.0,12,8
FS3_c,FC1E,1,0.0,1.0,8,9
FC1C_b,PFNv,1,0.0,1.0,9,9
hDeltaG,vDeltaH,1,205.7,1.0,8,7
FC1C_b,vDeltaC,1,0.0,1.0,9,9
FC1C_b,vDeltaE,1,0.0,1.0,9,9
vDeltaH,FC1F,1,295.7,1.0,7,8
vDeltaH,FS4C,1,295.7,1.0,7,9
vDeltaJ,vDeltaD,1,0.0,1.0,8,9
vDeltaJ,FC1E,1,315.0,1.0,8,9
vDeltaJ,FS4A,1,0.0,1.0,8,9
FR2,FC3_b,1,0.0,1.0,9,9
FR2,hDeltaI,1,345.0,1.0,9,12
vDeltaA_a,vDeltaH,1,0.0,1.0,9,7
FS1A_b,FS4A,1,180.0,1.0,9,9
vDeltaH,FS1A_b,1,276.4,1.0,7,9
vDeltaI_a,FS1B_b,1,0.0,1.0,9,9
vDeltaG,vDeltaA_b,1,0.0,1.0,9,9
FC2A,vDeltaL,1,0.0,1.0,9,9
vDeltaI_a,hDeltaL,1,210.0,1.0,9,12
FC2B,PFNa,1,0.0,1.0,9,9
FS1A_a,hDeltaB,1,15.0,1.0,9,12
FS1A_a,PFR_b,1,45.0,1.0,9,9
vDeltaB,vDeltaE,1,0.0,1.0,9,9
FS1B_a,hDeltaK,1,45.0,1.0,9,12
FS1B_a,vDeltaI_b,1,0.0,1.0,9,9
FS1B_a,FC1B,1,45.0,1.0,9,9
FS1B_a,vDeltaH,1,83.6,1.0,9,7
FS1B_a,FC3_c,1,90.0,1.0,9,9
vDeltaG,FS4A,1,0.0,1.0,9,9
vDeltaG,FS3_b,1,0.0,1.0,9,9
hDeltaG,FC1E,1,225.0,1.0,8,9
hDeltaG,PFL1,1,180.0,1.0,8,9
vDeltaD,hDeltaD,1,315.0,1.0,9,8
vDeltaD,hDeltaH,1,225.0,1.0,9,8
PFL2,hDeltaF,1,105.0,1.0,9,6
FS4A,hDeltaB,1,330.0,1.0,9,12
FC1C_a,vDeltaK,1,0.0,1.0,9,9
PFNa,PFGs,1,0.0,1.0,9,9
FS1A_b,FS3_d,1,270.0,1.0,9,9
vDeltaF,PFNd,1,0.0,1.0,9,8
vDeltaF,vDeltaM,1,0.0,1.0,9,9
vDeltaF,hDeltaF,1,135.0,1.0,9,6
FS1A_c,hDeltaK,1,195.0,1.0,9,12
FS1A_c,PFL3,1,45.0,1.0,9,9
FS1A_c,vDeltaK,1,45.0,1.0,9,9
PFGs,hDeltaA,1,195.0,1.0,9,12
PFGs,PFL1,1,315.0,1.0,9,9
PFNm_b,PFL2,1,0.0,1.0,9,9
vDeltaD,hDeltaA,1,210.0,1.0,9,12
FS1B_a,FC1C_b,1,270.0,1.0,9,9
vDeltaM,FS3_a,1,0.0,1.0,9,9
FS1B_b,FC,1,270.0,1.0,9,8
vDeltaJ,FC1A,1,0.0,1.0,8,9
PFL1,hDeltaD,1,180.0,1.0,9,8
PFL1,hDeltaH,1,135.0,1.0,9,8
vDeltaC,PFNm_b,1,315.0,1.0,9,9
FS3_a,PFL2,1,45.0,1.0,9,9
FS3_a,hDeltaJ,1,345.0,1.0,9,12
vDeltaC,vDeltaI_a,1,0.0,1.0,9,9
vDeltaC,vDeltaL,1,45.0,1.0,9,9
vDeltaI_b,vDeltaA_b,1,0.0,1.0,9,9
vDeltaF,hDeltaB,1,180.0,1.0,9,12
vDeltaF,vDeltaL,1,0.0,1.0,9,9
FC1C_a,vDeltaE,1,0.0,1.0,9,9
vDeltaI_a,PFNd,1,315.0,1.0,9,8
PFL3,vDeltaF,1,0.0,1.0,9,9
FS1A_c,FR2,1,0.0,1.0,9,9
FS1A_b,hDeltaL,1,180.0,1.0,9,12
FR2,FS3_b,1,0.0,1.0,9,9
FR2,hDeltaB,1,0.0,1.0,9,12
FS4A,FS1A_b,1,315.0,1.0,9,9
FS2,vDeltaM,1,315.0,1.0,9,9
PFNm_b,hDeltaK,1,180.0,1.0,9,12
FS4C,FC3_b,1,0.0,1.0,9,9
FR2,PFL2,1,0.0,1.0,9,9
FR2,PFR_a,1,0.0,1.0,9,9
FR2,hDeltaA,1,150.0,1.0,9,12
FR2,FC1D,1,0.0,1.0,9,9
FR2,FS1B_b,1,0.0,1.0,9,9
FR2,FS1B_a,1,0.0,1.0,9,9
FR2,FC1C_a,1,0.0,1.0,9,9
FC,hDeltaB,1,315.0,1.0,8,12
FC,FC1F,1,0.0,1.0,8,8
vDeltaL,vDeltaH,1,25.7,1.0,9,7
FS3_c,FS1A_c,1,0.0,1.0,8,9
FS3_c,FS1B_b,1,0.0,1.0,8,9
FS3_c,vDeltaI_b,1,0.0,1.0,8,9
FS2,FC1C_b,1,0.0,1.0,9,9
vDeltaA_a,hDeltaH,1,270.0,1.0,9,8
FS3_a,hDeltaG,1,45.0,1.0,9,8
FS3_a,FS1A_a,1,90.0,1.0,9,9
FS3_a,FR2,1,45.0,1.0,9,9
vDeltaE,vDeltaC,1,0.0,1.0,9,9
vDeltaE,vDeltaB,1,0.0,1.0,9,9
vDeltaE,FS4A,1,315.0,1.0,9,9
vDeltaE,FS4B,1,315.0,1.0,9,9
vDeltaI_b,FS4C,1,0.0,1.0,9,9
FS1B_b,hDeltaH,1,225.0,1.0,9,8
FS1B_b,FC3_a,1,45.0,1.0,9,9
FS1B_b,vDeltaF,1,90.0,1.0,9,9
vDeltaI_a,FC1F,1,0.0,1.0,9,8
FS4C,FS3_b,1,135.0,1.0,9,9
FS3_c,FC,1,0.0,1.0,8,8
FS1A_c,FC1B,1,0.0,1.0,9,9
PFL1,PFGs,1,90.0,1.0,9,9
vDeltaL,FC1A,1,0.0,1.0,9,9
FS3_a,FC,1,0.0,1.0,9,8
FS3_a,hDeltaB,1,15.0,1.0,9,12
FS3_b,hDeltaK,1,225.0,1.0,9,12
vDeltaK,PFNm_b,1,0.0,1.0,9,9
vDeltaM,FS3_d,1,315.0,1.0,9,9
vDeltaE,FS1B_a,1,45.0,1.0,9,9
vDeltaK,FC1C_a,1,0.0,1.0,9,9
vDeltaK,FC3_a,1,0.0,1.0,9,9
vDeltaK,FC1B,1,0.0,1.0,9,9
vDeltaK,FR2,1,315.0,1.0,9,9
FS3_c,hDeltaD,1,135.0,1.0,8,8
FS3_c,PFL3,1,0.0,1.0,8,9
FS4C,FC1C_a,1,0.0,1.0,9,9
vDeltaA_a,FR2,1,0.0,1.0,9,9
vDeltaL,FR2,1,45.0,1.0,9,9
vDeltaL,FC2C,1,45.0,1.0,9,9
FR2,vDeltaK,1,45.0,1.0,9,9
vDeltaA_b,vDeltaG,1,0.0,1.0,9,9
FR2,vDeltaL,1,315.0,1.0,9,9
vDeltaM,FC3_c,1,45.0,1.0,9,9
FS2,FC,1,0.0,1.0,9,8
FS3_c,PFNm_b,1,0.0,1.0,8,9
vDeltaA_b,vDeltaL,1,45.0,1.0,9,9
FS3_a,hDeltaK,1,150.0,1.0,9,12
FS3_a,hDeltaC,1,150.0,1.0,9,12
FS3_a,PFNm_a,1,0.0,1.0,9,9
vDeltaC,PFNd,1,0.0,1.0,9,8
vDeltaA_a,vDeltaE,1,0.0,1.0,9,9
FS4B,PFNd,1,315.0,1.0,9,8
vDeltaA_a,FS1B_b,1,0.0,1.0,9,9
FS1B_b,hDeltaL,1,330.0,1.0,9,12
FS4A,FS1B_b,1,45.0,1.0,9,9
PFNm_a,FS1A_c,1,0.0,1.0,9,9
vDeltaA_a,vDeltaF,1,0.0,1.0,9,9
FS4C,PFL1,1,315.0,1.0,9,9
FS3_d,vDeltaA_b,1,45.0,1.0,9,9
FS3_a,FC1C_b,1,0.0,1.0,9,9
FS3_b,FS1A_a,1,315.0,1.0,9,9
vDeltaJ,FC1D,1,0.0,1.0,8,9
vDeltaJ,PFNa,1,0.0,1.0,8,9
FS2,PFNm_b,1,0.0,1.0,9,9
vDeltaA_a,hDeltaJ,1,315.0,1.0,9,12
vDeltaA_a,PFNm_a,1,0.0,1.0,9,9
FS4A,vDeltaM,1,0.0,1.0,9,9
FS4A,PFNa,1,0.0,1.0,9,9
FS3_a,FS1B_b,1,0.0,1.0,9,9
vDeltaA_a,FC1D,1,0.0,1.0,9,9
FS3_b,vDeltaL,1,0.0,1.0,9,9
vDeltaM,FS1A_b,1,0.0,1.0,9,9
FS3_d,PFL2,1,45.0,1.0,9,9
FS3_b,hDeltaD,1,0.0,1.0,9,8
FS3_b,vDeltaE,1,45.0,1.0,9,9
vDeltaA_b,PFR_a,1,0.0,1.0,9,9
FS1B_a,hDeltaM,1,0.0,1.0,9,8
FS1B_a,FS3_c,1,270.0,1.0,9,8
FS4A,hDeltaM,1,0.0,1.0,9,8
FS4A,vDeltaJ,1,0.0,1.0,9,8
vDeltaI_b,hDeltaF,1,285.0,1.0,9,6
FS3_d,vDeltaE,1,45.0,1.0,9,9
FS3_d,FC2A,1,0.0,1.0,9,9
vDeltaA_a,vDeltaG,1,45.0,1.0,9,9
FS4A,PFL1,1,0.0,1.0,9,9
FS4A,PFNd,1,315.0,1.0,9,8
vDeltaA_b,PFNd,1,315.0,1.0,9,8
FS4B,PFNm_b,1,45.0,1.0,9,9
vDeltaM,hDeltaG,1,180.0,1.0,9,8
FS3_b,hDeltaM,1,135.0,1.0,9,8
FS3_b,FC1D,1,0.0,1.0,9,9
vDeltaA_a,hDeltaC,1,330.0,1.0,9,12
FS3_d,FC3_a,1,0.0,1.0,9,9
hDeltaM,FS3_c,1,225.0,1.0,8,8
FR2,PFL1,1,0.0,1.0,9,9
vDeltaK,PFNm_a,1,0.0,1.0,9,9
FS4A,FC1A,1,0.0,1.0,9,9
FS4A,FC3_b,1,0.0,1.0,9,9
FS4A,hDeltaC,1,315.0,1.0,9,12
FS4C,vDeltaL,1,0.0,1.0,9,9
FS4A,hDeltaH,1,180.0,1.0,9,8
FS4B,FS1A_b,1,45.0,1.0,9,9
FS4B,FS1A_c,1,0.0,1.0,9,9
FS4B,FC1D,1,0.0,1.0,9,9
FS3_b,FC2A,1,0.0,1.0,9,9
FS3_c,hDeltaB,1,300.0,1.0,8,12
FS3_b,vDeltaG,1,45.0,1.0,9,9
FS3_b,vDeltaI_b,1,0.0,1.0,9,9
FS3_b,FC3_b,1,0.0,1.0,9,9
FS3_d,FC3_b,1,45.0,1.0,9,9
FS3_d,PFR_a,1,0.0,1.0,9,9
vDeltaA_a,FC2A,1,0.0,1.0,9,9
vDeltaM,FC2C,1,0.0,1.0,9,9
hDeltaL,PFNm_b,1,30.0,1.0,12,9
FS3_d,FC1B,1,0.0,1.0,9,9
FS3_d,FC2B,1,0.0,1.0,9,9
FS4A,hDeltaI,1,0.0,1.0,9,12
vDeltaK,FC1E,1,315.0,1.0,9,9
FS4C,FC1E,1,0.0,1.0,9,9
FS1A_b,PFR_b,1,0.0,1.0,9,9
FS1A_b,FC3_a,1,0.0,1.0,9,9
FS3_d,FC1C_b,1,0.0,1.0,9,9
vDeltaM,FC3_a,1,0.0,1.0,9,9
PFL3,FS1A_b,1,315.0,1.0,9,9
PFL3,vDeltaM,1,0.0,1.0,9,9
PFL2,FC1A,1,0.0,1.0,9,9
PFL2,hDeltaD,1,225.0,1.0,9,8
PFL2,FS3_b,1,0.0,1.0,9,9
PFR_a,PFNa,1,315.0,1.0,9,9
PFL2,FC2C,1,315.0,1.0,9,9
PFL2,FS3_a,1,45.0,1.0,9,9
PFL3,FC3_c,1,0.0,1.0,9,9
PFR_a,vDeltaA_a,1,0.0,1.0,9,9
hDeltaK,FS4A,1,225.0,1.0,12,9
hDeltaA,FC1A,1,210.0,1.0,12,9
FC3_c,hDeltaE,1,315.0,1.0,9,8
hDeltaG,vDeltaJ,1,225.0,1.0,8,8
hDeltaM,FC3_a,1,225.0,1.0,8,9
hDeltaH,FS3_b,1,180.0,1.0,8,9
PFL3,hDeltaK,1,0.0,1.0,9,12
FC2A,hDeltaL,1,345.0,1.0,9,12
PFNa,hDeltaA,1,330.0,1.0,9,12
FS2,vDeltaL,1,0.0,1.0,9,9
hDeltaC,vDeltaA_a,1,90.0,1.0,12,9
PFL1,vDeltaE,1,0.0,1.0,9,9
PFL1,FC3_c,1,45.0,1.0,9,9
PFL1,vDeltaC,1,315.0,1.0,9,9
PFL1,FS1A_a,1,315.0,1.0,9,9
PFL1,FC1B,1,315.0,1.0,9,9
PFL1,hDeltaL,1,135.0,1.0,9,12
FC2B,PFNd,1,315.0,1.0,9,8
vDeltaI_b,FC1B,1,90.0,1.0,9,9
PFL2,hDeltaG,1,0.0,1.0,9,8
PFL2,vDeltaF,1,0.0,1.0,9,9
PFL2,hDeltaC,1,0.0,1.0,9,12
PFL1,vDeltaF,1,0.0,1.0,9,9
PFL2,FC3_b,1,315.0,1.0,9,9
PFL1,FC1C_a,1,0.0,1.0,9,9
PFL1,vDeltaG,1,45.0,1.0,9,9
PFNd,vDeltaF,1,45.0,1.0,8,9
PFR_b,vDeltaD,1,0.0,1.0,9,9
PFL1,FS1B_b,1,0.0,1.0,9,9
PFL1,FC,1,0.0,1.0,9,8
PFGs,FS1A_a,1,315.0,1.0,9,9
FR1,PFGs,1,0.0,1.0,9,9
FR1,FC3_b,1,135.0,1.0,9,9
FR1,PFR_a,1,315.0,1.0,9,9
FR1,FC1B,1,270.0,1.0,9,9
hDeltaI,vDeltaC,1,210.0,1.0,12,9
FC2B,vDeltaM,1,0.0,1.0,9,9
FR1,FC1F,1,45.0,1.0,9,8
hDeltaH,vDeltaM,1,225.0,1.0,8,9
FC2A,FS3_b,1,0.0,1.0,9,9
FC3_c,vDeltaB,1,45.0,1.0,9,9
hDeltaF,PFL1,1,270.0,1.0,6,9
FC1A,vDeltaK,1,0.0,1.0,9,9
FC1B,vDeltaM,1,315.0,1.0,9,9
PFL2,vDeltaA_b,1,0.0,1.0,9,9
vDeltaD,FC1A,1,0.0,1.0,9,9
vDeltaD,FR2,1,0.0,1.0,9,9
FS1A_b,FS3_a,1,0.0,1.0,9,9
FC1F,vDeltaM,1,0.0,1.0,8,9
FC1F,vDeltaK,1,0.0,1.0,8,9
vDeltaM,FS3_c,1,0.0,1.0,9,8
FS1A_a,vDeltaG,1,45.0,1.0,9,9
FS1A_a,PFGs,1,0.0,1.0,9,9
FS1A_a,PFL3,1,0.0,1.0,9,9
FS1A_a,PFL1,1,45.0,1.0,9,9
vDeltaL,vDeltaC,1,45.0,1.0,9,9
vDeltaA_b,PFGs,1,0.0,1.0,9,9
PFL2,PFR_b,1,45.0,1.0,9,9
PFNv,vDeltaH,1,12.9,1.0,9,7
